file,null_x,alt_x,lrt_x,pval_x,null_y,alt_y,lrt_y,pval_y,signal
OG0007017,bsA1,bsA,2.491841999999451,0.1144377189202735,M1,M2,9.370589999999538,0.009230011357223,PS_bg
OG0008345,bsA1,bsA,0.0,1.0,M1,M2,0.0,1.0,no_PS
OG0005398,bsA1,bsA,104.22648000000116,0.0,M1,M2,1.9913079999996623,0.3694817244624719,PS_fg
OG0009960,bsA1,bsA,0.0,1.0,M1,M2,0.0,1.0,no_PS
OG0005488,bsA1,bsA,,,M1,M2,0.0,1.0,poor_fit
OG0011994,bsA1,bsA,18.169128,2.0212896150728632e-05,M1,M2,0.0,1.0,PS_fg
OG0011428,bsA1,bsA,66.76370399999996,3.3306690738754696e-16,M1,M2,0.1672459999999773,0.9197779470258172,PS_fg
OG0011737,bsA1,bsA,0.0,1.0,M1,M2,9.914724000000206,0.0070314523593151,PS_bg
OG0013112,bsA1,bsA,0.0,1.0,M1,M2,101.91225599999962,0.0,PS_bg
OG0012824,bsA1,bsA,,,M1,M2,0.544463999999607,0.7616775314028508,poor_fit
OG0007678,bsA1,bsA,0.0,1.0,M1,M2,13.223728000000849,0.0013443239926133,PS_bg
OG0014260,bsA1,bsA,0.0,1.0,M1,M2,0.0,1.0,no_PS
OG0008417,bsA1,bsA,2.000000677071512e-06,0.9988716210180326,M1,M2,14.810476000000564,0.0006080593899071,PS_bg
OG0009781,bsA1,bsA,190.5260600000006,0.0,M1,M2,3.981887999999799,0.1365664458518634,PS_fg
OG0012396,bsA1,bsA,0.0,1.0,M1,M2,4.658796000000166,0.0973543367629948,no_PS
OG0011341,bsA1,bsA,0.0,1.0,M1,M2,0.404754000000139,0.8167869412134918,no_PS
OG0008490,bsA1,bsA,0.0,1.0,M1,M2,0.0,1.0,no_PS
OG0006116,bsA1,bsA,3.2766259999989416,0.0702732579240439,M1,M2,13.16989199999989,0.0013810019396918,PS_bg
OG0007514,bsA1,bsA,,,M1,M2,0.4951220000002649,0.7807025964999091,poor_fit
OG0006834,bsA1,bsA,0.0,1.0,M1,M2,62.5644599999996,2.5979218776228663e-14,PS_bg
OG0013805,bsA1,bsA,7.54863000000114,0.0060055716428525,M1,M2,0.0,1.0,PS_fg
OG0005438,bsA1,bsA,42.68865799999912,6.418332532120985e-11,M1,M2,1.6711040000009234,0.4336350488085236,PS_fg
OG0009606,bsA1,bsA,0.4099799999994502,0.5219796567391748,M1,M2,3.9234839999999167,0.1406132591497058,no_PS
OG0012310,bsA1,bsA,96.32625200000076,0.0,M1,M2,13.568688000001202,0.0011313496255982,PS_fg_bg
OG0009440,bsA1,bsA,145.5108160000018,0.0,M1,M2,74.47350000000006,1.1102230246251563e-16,PS_fg_bg
OG0013931,bsA1,bsA,0.7131540000000314,0.3983987445936405,M1,M2,4.133630000000267,0.1265883241282714,no_PS
OG0010354,bsA1,bsA,29.617726000000403,5.2621514479156424e-08,M1,M2,5.90483999999924,0.052213196997628,PS_fg
OG0007816,bsA1,bsA,83.00433599999997,0.0,M1,M2,3.471386000000166,0.1762779972957537,PS_fg
OG0009995,bsA1,bsA,0.0,1.0,M1,M2,1.2930539999997563,0.5238619937790632,no_PS
OG0008511,bsA1,bsA,,,M1,M2,4.638554000000113,0.0983446630981658,poor_fit
OG0007586,bsA1,bsA,0.0,1.0,M1,M2,43.277797999999166,4.0026315595298456e-10,PS_bg
OG0010664,bsA1,bsA,0.6232580000005328,0.4298391632023123,M1,M2,0.0,1.0,no_PS
OG0005342,bsA1,bsA,20.180060000000594,7.04838380827244e-06,M1,M2,0.0,1.0,PS_fg
OG0010015,bsA1,bsA,0.0,1.0,M1,M2,2.66628000000037,0.2636481051557022,no_PS
OG0006994,bsA1,bsA,0.0199600000005375,0.8876488561723036,M1,M2,0.0017020000004777,0.9991493619975672,no_PS
OG0011051,bsA1,bsA,46.710643999999775,8.22808488010196e-12,M1,M2,0.0,1.0,PS_fg
OG0009117,bsA1,bsA,5.694772000000739,0.0170155229551335,M1,M2,10.12821200000144,0.0063195580630515,PS_fg_bg
OG0010150,bsA1,bsA,2.876249999999345,0.0898951485913751,M1,M2,0.0,1.0,no_PS
