TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000003"	"reproduction"	2	5.310206714973391	0.6790172436207964	1	-0	null
"GO:0000018"	"regulation of DNA recombination"	2	4.072727689585266	0.03929770330486638	0.8155787462967976	0.34484976	null
"GO:0010569"	"regulation of double-strand break repair via homologous recombination"	1	3.672836454171397	0.015646615585857386	0.7860459420800738	0.87057925	18
"GO:0044030"	"regulation of DNA methylation"	1	3.106870544478654	0.004248220675318832	0.8390098427881413	0.67547984	18
"GO:0045911"	"positive regulation of DNA recombination"	1	3.4632956099620027	0.009656557951331147	0.7634274548880369	0.70794077	18
"GO:0051054"	"positive regulation of DNA metabolic process"	1	4.187351482223461	0.0511681227348848	0.7402581701019705	0.78449783	18
"GO:0002682"	"regulation of immune system process"	1	4.947600349199709	0.2946264030637981	0.8382227039860701	0.23671765	null
"GO:0003352"	"regulation of cilium movement"	2	3.425697213362591	0.008855445914749113	0.8541365502099949	0.18861539	null
"GO:0003356"	"regulation of cilium beat frequency"	2	2.8981764834976764	0.0026260519041485736	0.8638291382568404	0.92517934	3352
"GO:0007026"	"negative regulation of microtubule depolymerization"	1	3.0056094453602804	0.003364005730377666	0.7914097109118355	0.82327691	3352
"GO:0031110"	"regulation of microtubule polymerization or depolymerization"	1	3.866995813110648	0.02446882033726285	0.807232293809473	0.90629796	3352
"GO:0031111"	"negative regulation of microtubule polymerization or depolymerization"	1	3.1598678470925665	0.004800023986823469	0.7882045155015268	0.83802774	3352
"GO:0031114"	"regulation of microtubule depolymerization"	1	3.1806992012960347	0.005036036246563404	0.821629512849438	0.74410395	3352
"GO:0060632"	"regulation of microtubule-based movement"	2	3.484299839346786	0.010135230703479747	0.8535414507664036	0.77219131	3352
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	1	4.233503760341135	0.056905547527999284	0.7969412241857239	0.85837537	3352
"GO:0005975"	"carbohydrate metabolic process"	1	6.236639777145897	5.7321261516775	0.9703823854717772	0.09360669	null
"GO:0006066"	"alcohol metabolic process"	1	5.357090199607801	0.7564226165828264	0.9740840056834047	0.04963328	null
"GO:0006071"	"glycerol metabolic process"	1	4.621871842426364	0.13916745445453693	0.9642217353518827	0.77269944	6066
"GO:0019400"	"alditol metabolic process"	1	4.66256896693326	0.15283954493778135	0.9639399319003533	0.8824194	6066
"GO:0019751"	"polyol metabolic process"	1	4.967936234103523	0.3087505733685162	0.9757488263501277	0.83043469	6066
"GO:0006260"	"DNA replication"	1	5.63346340561439	1.4293500790790656	0.9199937464381591	0.36125574	null
"GO:0006261"	"DNA-templated DNA replication"	1	5.192450362019035	0.5177543878917333	0.9268226714490394	0.56631373	6260
"GO:0031297"	"replication fork processing"	1	3.8852481077813863	0.02551924109892228	0.9429327402420953	0.61863897	6260
"GO:0045005"	"DNA-templated DNA replication maintenance of fidelity"	1	3.9238654751855013	0.02789266016165909	0.9425563116273638	0.6363052	6260
"GO:0006353"	"DNA-templated transcription termination"	1	4.744691881289	0.18465466237399147	0.929078995327469	0.40191926	null
"GO:0006357"	"regulation of transcription by RNA polymerase II"	6	5.757088421165282	1.9000449520251896	0.7647519356724263	0.31816548	null
"GO:0006366"	"transcription by RNA polymerase II"	1	4.895007945070542	0.2610229110396995	0.9267515934839111	0.37850729	null
"GO:0006396"	"RNA processing"	5	6.086002636803739	4.052084515125943	0.917642949270293	0.16738002	null
"GO:0034660"	"ncRNA metabolic process"	2	6.053892079084661	3.7632919362289554	0.920446690095827	0.53423551	6396
"GO:0006403"	"RNA localization"	2	4.796331448901513	0.2079700143432296	0.9759417130183599	0.28761457	null
"GO:0006405"	"RNA export from nucleus"	1	4.455560475037095	0.09489022488079137	0.9566914076949192	0.93177581	6403
"GO:0006406"	"mRNA export from nucleus"	1	4.373518854969121	0.07855551721372038	0.9205452556592604	0.91871353	6403
"GO:0048254"	"snoRNA localization"	1	2.5563025007672873	0.0011933577640371367	0.9783671894566359	0.69780867	6403
"GO:0050657"	"nucleic acid transport"	1	4.784895323236749	0.2025650011835516	0.974355602638254	0.89244416	6403
"GO:0050658"	"RNA transport"	1	4.784481777318941	0.20237220243615844	0.9665659546306296	0.98794593	6403
"GO:0051028"	"mRNA transport"	1	4.730628873202349	0.17877097646216492	0.9668915154481803	0.50791762	6403
"GO:0051236"	"establishment of RNA localization"	1	4.785123318048333	0.20267137290625128	0.9693961275558493	0.99364891	6403
"GO:0006497"	"protein lipidation"	1	4.763802224074593	0.1929616290935703	0.9052618260303471	0.43934847	null
"GO:0006473"	"protein acetylation"	1	4.62166432899245	0.13910097212784964	0.9195665161450997	0.82167854	6497
"GO:0006475"	"internal protein amino acid acetylation"	1	4.439048335278244	0.09135004098469235	0.921782521350245	0.94378071	6497
"GO:0006498"	"N-terminal protein lipidation"	1	3.5440680443502757	0.011631083053944126	0.922474591222741	0.77940911	6497
"GO:0006500"	"N-terminal protein palmitoylation"	1	1.9395192526186185	0.0002858740047554143	0.9288400652577805	0.70960429	6497
"GO:0016573"	"histone acetylation"	1	4.421225399340183	0.0876768924352187	0.9143702115405418	0.94093625	6497
