file,lrt,pval,k,adj_pval,signif,grouping
OG0005080,0.1462231358173085,0.7021711139728326,0.9110375908789338,0.8274939954219357,Insignificant,Relaxation
OG0005081,255.9310593100454,0,11.46574060031274,0,Significant,Intensification
OG0005082,1.811351329475656,0.1783462102650587,1.815836774347104e-4,0.33069632267256066,Insignificant,Relaxation
OG0005083,0.2203767614064418,0.6387529949647042,0.9676677332511456,0.7799178569949587,Insignificant,Relaxation
OG0005084,70.58988088843034,0,4.462955662484338,0,Significant,Intensification
OG0005088,7.559631913101839,0.005969018219733835,0.4578739744844181,0.02165393837418518,Insignificant,Relaxation
OG0005089,7.287481031265088,0.006943676796832166,1.7010329238389441,0.024713669716909227,Insignificant,Intensification
OG0005090,0.5970339591849552,0.4397119480349142,1.252637010022506,0.612317088221582,Insignificant,Intensification
OG0005091,1.182152258852511,0.276918273688365,0.2107012923334193,0.44940858092212554,Insignificant,Relaxation
OG0005093,0.199117497257248,0.6554341217262566,0.6616885381458045,0.7910686166663856,Insignificant,Relaxation
OG0005094,0.7405726445060736,0.3894775014517423,2.041425984303495,0.5674476278298761,Insignificant,Intensification
OG0005095,2.098686535442539,0.1474257347312458,1.293069765968229,0.28958970044382437,Insignificant,Intensification
OG0005096,2.540059331835891,0.110990615696298,0.3719223794763179,0.23514592902348486,Insignificant,Relaxation
OG0005097,23.35340666517004,1.348045518545504e-6,2.412000233874089,1.0362128063140818e-5,Significant,Intensification
OG0005098,0.6768428076184136,0.4106760165780939,1.251127612197961,0.5863029551114086,Insignificant,Intensification
OG0005099,0.2528579259496837,0.615069874397146,1.181638576762831,0.7615192685297235,Insignificant,Intensification
OG0005100,2.0156277764072,0.1556868645911732,2.340558070573481,0.30078396698334825,Insignificant,Intensification
OG0005101,39.31194516765299,3.612247168049976e-10,5.813604008845111,4.4576776662132396e-9,Significant,Intensification
OG0005102,0.3223768001444114,0.5701827641112895,1.358156980786776,0.7273587520977914,Insignificant,Intensification
OG0005103,0.4449920447996192,0.5047227970505561,0.3540449145296481,0.671336341294176,Insignificant,Relaxation
OG0005104,0.03491311720426893,0.8517778343690052,1.097668474853497,0.9261894538896311,Insignificant,Intensification
OG0005105,24.74819759064485,6.532986498442028e-7,0.5676355028474758,5.354329426301163e-6,Significant,Relaxation
OG0005106,5.273523661513082,0.02165214161841778,0,0.06579182842523788,Insignificant,Relaxation
OG0005107,51.52542085822279,7.067679774763747e-13,2.995534934030013,1.2005354880152613e-11,Significant,Intensification
OG0005108,1.991312612504316,0.1582037018988079,0.5556915754635209,0.30450447736774794,Insignificant,Relaxation
OG0005109,1.148159600616054,0.2839347413251638,0.5912200955279661,0.4571982647025825,Insignificant,Relaxation
OG0005110,1.600935686577941,0.2057706607679866,2.262240900344557e-5,0.36537238053514953,Insignificant,Relaxation
OG0005111,0.1961777783126308,0.6578238848801011,0.9414514182713871,0.7931424237600997,Insignificant,Relaxation
OG0005112,0.8040945937318611,0.3698719660901433,0.6395705702609024,0.5476330272156745,Insignificant,Relaxation
OG0005113,52.77328192708865,3.743672039036028e-13,6.974446256758404,6.551804217003861e-12,Significant,Intensification
OG0005114,2.433910983814712,0.118736329353657,0.514745101082838,0.24791825046775864,Insignificant,Relaxation
