file,lrt,pval,relaxation or intensification parameter,adj_pval
OG0005294,2.842719361534364,0.09178875327703084,1.190435871943109,0.2035667319178301
OG0005295,8.591719706828371,0.003376949519482753,0.6254212369487226,0.013322713560783087
OG0005298,8.499570243133348,0.003552303734143059,0.4881835973078294,0.013907028012581785
OG0005299,12.28773834794993,4.559439225580997e-4,0.1174560141917086,0.0022262002358762294
OG0005300,0.06231501803631545,0.8028736804170309,1.035924097905,0.89457153209502
OG0005301,19.9141297974702,8.099945690842603e-6,7.450448872649576,5.5663804699896905e-5
OG0005302,10.5387413489434,0.001168980014877086,1.834588626929736,0.005176056851953197
OG0005303,0.9415282614490934,0.3318851216541797,0.7164785432050694,0.5110286656970925
OG0005304,10.06200636452058,0.00151358303859106,2.495399239447097,0.006518427302085541
OG0005305,0.01909664817230805,0.8900897660895444,0.9468237772194236,0.9457272081796313
OG0005306,1.434026499126958,0.2311084342040226,0.2613025037741352,0.395851472546434
OG0005307,0.3470329683364071,0.5557975192887956,0.4844475458160297,0.7163968932882377
OG0005308,5.449344578733871,0.01957566954864787,6.88548720735889,0.06123235464023911
OG0005310,47.36283716165781,5.899059019043307e-12,2.745253916615237,9.130350381531787e-11
OG0005311,2.081906643348702,0.1490538925661604,1.262490116359795,0.2911212220485337
OG0005312,1.874676772820749,0.1709404027717528,1.465601183081994,0.32140822333350694
OG0005313,10.65810954525841,0.001095893454793773,3.022468716123371,0.0048975569064440725
OG0005315,20.86947703760598,4.916671455634791e-6,2.078167653874791,3.515623259020844e-5
OG0005316,5.685076559763729,0.01710979297642312,0.2531568709965099,0.05458478201770386
OG0005317,0.1847087030346302,0.6673574985254154,0.3464547591890765,0.8021640840847309
OG0005318,1.146330678053346,0.2843185866272269,17.13324251715034,0.45757522535319334
OG0005319,0.6571801501149821,0.4175572250028259,6.24916995484727e-5,0.5928725652556163
OG0005320,0.6282383345205744,0.428002241611947,0.9238059084202345,0.6033032574823339
OG0005321,7.11745254930338,0.007633709976000658,0,0.02722459139008973
OG0005322,0.5091306848271415,0.4755154183346361,0.7381343699727686,0.6463512462817379
OG0005323,1.019384873665331,0.3126649633363666,0.1918953220522541,0.4906905972766632
OG0005324,1.941791147254662,0.1634741861181745,0.247309536467333,0.3113314237936266
OG0005325,7.741806896507114,0.005395678374803814,8.224775747249897,0.02006162840515797
OG0005326,58.71732090749356,1.820765760385257e-14,2.402695562046684,3.7597292025902733e-13
OG0005327,4.45664314706255,0.03476575410159388,0.06574407722592272,0.09788262430425976
OG0005328,17.3154909330151,3.165954223449674e-5,4.183508010874803e-5,1.9806099740626593e-4
OG0005329,5.014278434988228,0.0251391042686504,1.257238316300526,0.07497536371332757
OG0005330,2.833545539577244,0.09231434946056372,0.001415406394094042,0.20427205921554917
OG0005331,0.003492076611109951,0.9528774008588857,0.9774081767693641,0.9830964885750242
OG0005332,6.832557532192368,0.008951100654234101,0.1182156727874532,0.03131618393062412
