file,null_x,alt_x,lrt_x,pval_x,null_y,alt_y,lrt_y,pval_y,pval_x_adj,pval_y_adj,signal
OG0007017,bsA1,bsA,2.491841999999451,0.1144377189202735,M1,M2,9.370589999999538,0.009230011357223,0.2246206312945011,0.05019840986874508,no_PS
OG0008345,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0005398,bsA1,bsA,104.22648000000116,0,M1,M2,1.9913079999996623,0.3694817244624719,0,0.9984139805993777,PS_fg
OG0009960,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0005488,bsA1,bsA,NA,NA,M1,M2,0,1,NA,1,poor_fit
OG0011994,bsA1,bsA,18.169128,2.0212896150728632e-5,M1,M2,0,1,6.248321129483794e-5,1,PS_fg
OG0011428,bsA1,bsA,66.76370399999996,3.3306690738754696e-16,M1,M2,0.1672459999999773,0.9197779470258172,2.052944622487306e-15,1,PS_fg
OG0011737,bsA1,bsA,0,1,M1,M2,9.914724000000206,0.0070314523593151,1,0.03980320825006235,no_PS
OG0013112,bsA1,bsA,0,1,M1,M2,101.91225599999962,0,1,0,PS_bg
OG0012824,bsA1,bsA,NA,NA,M1,M2,0.544463999999607,0.7616775314028508,NA,1,poor_fit
OG0007678,bsA1,bsA,0,1,M1,M2,13.223728000000849,0.0013443239926133,1,0.009095886668130777,PS_bg
OG0014260,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0008417,bsA1,bsA,2.000000677071512e-6,0.9988716210180326,M1,M2,14.810476000000564,6.080593899071e-4,1,0.004424262775166562,PS_bg
OG0009781,bsA1,bsA,190.5260600000006,0,M1,M2,3.981887999999799,0.1365664458518634,0,0.4695940252921417,PS_fg
OG0012396,bsA1,bsA,0,1,M1,M2,4.658796000000166,0.0973543367629948,1,0.3605887137087993,no_PS
OG0011341,bsA1,bsA,0,1,M1,M2,0.404754000000139,0.8167869412134918,1,1,no_PS
OG0008490,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0006116,bsA1,bsA,3.2766259999989416,0.0702732579240439,M1,M2,13.16989199999989,0.0013810019396918,0.1442002995765969,0.009300117294491879,PS_bg
OG0007514,bsA1,bsA,NA,NA,M1,M2,0.4951220000002649,0.7807025964999091,NA,1,poor_fit
OG0006834,bsA1,bsA,0,1,M1,M2,62.5644599999996,2.5979218776228663e-14,1,7.805574368675976e-13,PS_bg
OG0013805,bsA1,bsA,7.54863000000114,0.0060055716428525,M1,M2,0,1,0.014373063719867773,1,no_PS
OG0005438,bsA1,bsA,42.68865799999912,6.418332532120985e-11,M1,M2,1.6711040000009234,0.4336350488085236,2.9530867847279913e-10,1,PS_fg
OG0009606,bsA1,bsA,0.4099799999994502,0.5219796567391748,M1,M2,3.9234839999999167,0.1406132591497058,0.8937857222597918,0.4811986204195229,no_PS
OG0012310,bsA1,bsA,96.32625200000076,0,M1,M2,13.568688000001202,0.0011313496255982,0,0.0077587289168119175,PS_fg_bg
OG0009440,bsA1,bsA,145.5108160000018,0,M1,M2,74.47350000000006,1.1102230246251563e-16,0,4.112132090777573e-15,PS_fg_bg
OG0013931,bsA1,bsA,0.7131540000000314,0.3983987445936405,M1,M2,4.133630000000267,0.1265883241282714,0.6950604707180895,0.4436270266045009,no_PS
OG0010354,bsA1,bsA,29.617726000000403,5.2621514479156424e-8,M1,M2,5.90483999999924,0.052213196997628,1.9525920251736273e-7,0.2171674742500568,PS_fg
OG0007816,bsA1,bsA,83.00433599999997,0,M1,M2,3.471386000000166,0.1762779972957537,0,0.5709599814407884,PS_fg
OG0009995,bsA1,bsA,0,1,M1,M2,1.2930539999997563,0.5238619937790632,1,1,no_PS
OG0008511,bsA1,bsA,NA,NA,M1,M2,4.638554000000113,0.0983446630981658,NA,0.36316465010823484,poor_fit
OG0007586,bsA1,bsA,0,1,M1,M2,43.277797999999166,4.0026315595298456e-10,1,7.660270153906451e-9,PS_bg
OG0010664,bsA1,bsA,0.6232580000005328,0.4298391632023123,M1,M2,0,1,0.7454335317480374,1,no_PS
OG0005342,bsA1,bsA,20.18006000000059,7.04838380827244e-6,M1,M2,0,1,2.2622724185256587e-5,1,PS_fg
OG0010015,bsA1,bsA,0,1,M1,M2,2.66628000000037,0.2636481051557022,1,0.7812166095182582,no_PS
OG0006994,bsA1,bsA,0.0199600000005375,0.8876488561723036,M1,M2,0.0017020000004777,0.9991493619975672,1,1,no_PS
OG0011051,bsA1,bsA,46.710643999999775,8.22808488010196e-12,M1,M2,0,1,3.98180536162077e-11,1,PS_fg
OG0009117,bsA1,bsA,5.694772000000739,0.0170155229551335,M1,M2,10.12821200000144,0.0063195580630515,0.03840538634792764,0.03615443570958824,no_PS
OG0010150,bsA1,bsA,2.876249999999345,0.0898951485913751,M1,M2,0,1,0.18050075526003445,1,no_PS
OG0011114,bsA1,bsA,61.52007799999956,4.329869796038111e-15,M1,M2,0.5362999999997555,0.7647930535405743,2.5001307842180287e-14,1,PS_fg
OG0009850,bsA1,bsA,50.50191799999993,1.1904921493055554e-12,M1,M2,2.27466000000004,0.3206740795987182,6.022838316026239e-12,0.9022764787137476,PS_fg
OG0012533,bsA1,bsA,9.999999747378752e-6,0.997476871715064,M1,M2,0,1,1,1,no_PS
OG0011712,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0011311,bsA1,bsA,1.040000001921e-4,0.9918632831388962,M1,M2,1.484269999999924,0.4760963639342531,1,1,no_PS
OG0013476,bsA1,bsA,177.61695800000007,0,M1,M2,0.0013420000000223,0.9993292250701452,0,1,PS_fg
OG0012406,bsA1,bsA,5.003263999999945,0.0252995642291095,M1,M2,1.2511599999997998,0.5349510669040716,0.05593838922563509,1,no_PS
OG0008053,bsA1,bsA,65.3465240000005,6.661338147750939e-16,M1,M2,119.47577000000092,0,4.044561549007851e-15,0,PS_fg_bg
OG0006595,bsA1,bsA,15.863499999999476,6.807913354411887e-5,M1,M2,38.91870999999992,3.539235793326156e-9,2.015598527726462e-4,5.9283924311991535e-8,PS_fg_bg
OG0012034,bsA1,bsA,0,1,M1,M2,0,1,1,1,no_PS
OG0007210,bsA1,bsA,6.262294000000111,0.0123334400396115,M1,M2,1.0360419999997248,0.5956982691053996,0.028413394027214926,1,no_PS
OG0012279,bsA1,bsA,62.89872200000082,2.220446049250313e-15,M1,M2,25.54604599999948,2.8362636164125377e-6,1.3100309419742413e-14,3.2714111752795886e-5,PS_fg_bg
OG0010053,bsA1,bsA,NA,NA,M1,M2,5.085562000000209,0.0786473770251636,NA,0.30360148732130765,poor_fit
OG0012736,bsA1,bsA,62.36001000000033,2.886579864025407e-15,M1,M2,114.75420799999938,0,1.6895532249479163e-14,0,PS_fg_bg
OG0007728,bsA1,bsA,1.205641999999898,0.272196933302491,M1,M2,2.1850259999996524,0.3353726424013603,0.49122332247486167,0.9281343369258901,no_PS
OG0012696,bsA1,bsA,39.99660599999879,2.5440449746838567e-10,M1,M2,0,1,1.1131908312260363e-9,1,PS_fg
OG0014193,bsA1,bsA,54.360279999998966,1.6686652060116105e-13,M1,M2,0.0212599999995291,0.9894262987882751,8.855253345218272e-13,1,PS_fg
OG0007078,bsA1,bsA,3.052783999999519,0.0805988725710086,M1,M2,2.028557999999975,0.3626638162028672,0.16328652728689258,0.9838079678281308,no_PS
OG0007282,bsA1,bsA,0,1,M1,M2,0.2577780000001439,0.879071537070815,1,1,no_PS
OG0006216,bsA1,bsA,18.170317999999497,2.020026980531497e-5,M1,M2,1.305438000000322,0.5206282622781608,6.248321129483794e-5,1,PS_fg
OG0009480,bsA1,bsA,0,1,M1,M2,5.439286000000266,0.0658982759120598,1,0.26418191930346197,no_PS
OG0007776,bsA1,bsA,0,1,M1,M2,0.0542359999999462,0.9732463916741376,1,1,no_PS
OG0006052,bsA1,bsA,NA,NA,M1,M2,6.0084939999997005,0.0495760710584461,NA,0.20804748107651144,poor_fit
OG0011308,bsA1,bsA,32.22978599999988,1.3697471934470684e-8,M1,M2,5.529214000000138,0.0630008538189894,5.3410286248079934e-8,0.2551207996543713,PS_fg
OG0005771,bsA1,bsA,9.80957600000056,0.0017360552619206,M1,M2,12.136108000000604,0.0023156751326186,0.004448197062532139,0.014983882842312973,PS_fg
