TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000139"	"Golgi membrane"	NaN	5.312082105977306	0.7859156246097315	0.6880726777232633	0.69471244	null
"GO:0000346"	"transcription export complex"	NaN	3.454387467146955	0.010902618850421125	0.7450126126261546	0.34525489	null
"GO:0000776"	"kinetochore"	NaN	4.682749597860649	0.1845170553581813	0.7156773601382059	0.60346895	null
"GO:0000785"	"chromatin"	NaN	5.268704310735425	0.7112100834284024	0.7043185146095501	0.69398821	null
"GO:0000791"	"euchromatin"	NaN	3.4443571256560275	0.010653613149339828	0.7688485798924821	0.06390304	null
"GO:0001401"	"SAM complex"	NaN	3.5150786750759226	0.012538394763678268	0.6982750646112051	0.51215281	null
"GO:0001650"	"fibrillar center"	NaN	3.800510876894368	0.02419569243122271	0.6899813156239573	0.44412707	null
"GO:0001725"	"stress fiber"	NaN	3.362670929725667	0.008826294389097074	0.7684033251410118	0.23468637	null
"GO:0005575"	"cellular_component"	NaN	7.41670408273129	100	1	-0	null
"GO:0005614"	"interstitial matrix"	NaN	2.7151673578484576	0.0019843838947709567	0.9385222159832479	0.53458064	null
"GO:0005604"	"basement membrane"	NaN	4.130140705819276	0.051689752687537685	0.9288313138159587	0.74560841	5614
"GO:0005615"	"extracellular space"	NaN	5.24462342843235	0.6728478820341237	0.9749257545113111	0.43890746	null
"GO:0005622"	"intracellular anatomical structure"	NaN	7.022054131074041	40.30417387187009	0.9998697823185846	9.415E-05	null
"GO:0005634"	"nucleus"	NaN	6.506607302801017	12.299943073465876	0.6993897190587208	0.44261416	null
"GO:0005654"	"nucleoplasm"	NaN	5.493552846506711	1.1935686041353335	0.6604531310689378	0.59010438	null
"GO:0005730"	"nucleolus"	NaN	5.357094016608143	0.8717421434870452	0.6077641083395906	0.82074467	5654
"GO:0016604"	"nuclear body"	NaN	4.741490389771279	0.21124111336961413	0.6942776218979111	0.71086707	5654
"GO:0005681"	"spliceosomal complex"	NaN	4.995174334799384	0.3788487661959054	0.6603231189360522	0.50700372	null
"GO:0005732"	"sno(s)RNA-containing ribonucleoprotein complex"	NaN	4.287667391274135	0.0742918086318401	0.8665490775141006	0.32770265	null
"GO:0005737"	"cytoplasm"	NaN	6.812787793980809	24.89336809708311	0.8411096940824171	0.19795228	null
"GO:0005739"	"mitochondrion"	NaN	5.850670123785282	2.7162231428197097	0.7302572712132142	0.27141176	null
"GO:0005759"	"mitochondrial matrix"	NaN	4.9444678664040955	0.3371000872669211	0.6583483510977989	0.69563777	null
"GO:0005763"	"mitochondrial small ribosomal subunit"	NaN	3.8361974807789254	0.026268186035607047	0.5919589421715098	0.65280264	null
"GO:0005794"	"Golgi apparatus"	NaN	5.643351000194893	1.6851786443516696	0.7124928501173944	0.32819506	null
"GO:0005795"	"Golgi stack"	NaN	4.502085559226046	0.12172164840241773	0.7556424931780061	0.54134043	null
"GO:0005798"	"Golgi-associated vesicle"	NaN	4.539715772518249	0.1327391929610302	0.7780664656953518	0.55616684	null
"GO:0005801"	"cis-Golgi network"	NaN	3.8900855267163252	0.029738942422986366	0.776693975690173	0.4780674	null
"GO:0005829"	"cytosol"	NaN	5.640355204898737	1.6735941329659796	0.8354069716118188	0.17522289	null
"GO:0005886"	"plasma membrane"	NaN	6.570230415623515	14.240532611702042	0.9280366274600579	0.39023759	null
"GO:0005901"	"caveola"	NaN	4.010850957373923	0.03927394534593021	0.9398214222951581	0.62510288	null
"GO:0005930"	"axoneme"	NaN	4.25779852915303	0.06935383403655097	0.658932177969238	0.69550853	null
"GO:0005940"	"septin ring"	NaN	3.190611797813605	0.005937828256554021	0.7230904579069968	0.38131798	null
"GO:0031105"	"septin complex"	NaN	3.2116544005531824	0.006232804240911866	0.6844923682248233	0.85680615	5940
"GO:0015030"	"Cajal body"	NaN	3.539327063539375	0.013258595868344174	0.7373307040463806	0.42890356	null
"GO:0016607"	"nuclear speck"	NaN	4.5019488596712804	0.12168333983302061	0.7001746756066989	0.78606117	15030
"GO:0015630"	"microtubule cytoskeleton"	NaN	5.493405068019236	1.1931625332997238	0.6806716121929034	0.52823551	null
"GO:0005819"	"spindle"	NaN	4.835455925694344	0.26226812780658154	0.7083398844210258	0.70096591	15630
"GO:0005874"	"microtubule"	NaN	5.232770015240127	0.6547317595662244	0.6725027724006766	0.79759752	15630
"GO:0016020"	"membrane"	NaN	7.207378238527502	61.75528715720534	0.9998603777207427	0.00035445	null
"GO:0016363"	"nuclear matrix"	NaN	3.6729286904427223	0.018035674472165378	0.7433765120859543	0.13169003	null
"GO:0016528"	"sarcoplasm"	NaN	4.015904377895553	0.03973364817869568	0.8760956449889946	3.229E-05	null
"GO:0030018"	"Z disc"	NaN	3.9279859470994287	0.032451189136302655	0.7569214061599073	0.25247207	null
"GO:0030425"	"dendrite"	NaN	4.4675341138495925	0.11241266603891692	0.9364024160162623	3.687E-05	null
"GO:0030496"	"midbody"	NaN	4.18791535464999	0.05904499801178525	0.9999362654409596	0	null
"GO:0031012"	"extracellular matrix"	NaN	4.742811510404728	0.2118846973354858	0.9303601659461913	0.22742583	null
"GO:0031428"	"box C/D RNP complex"	NaN	3.77757180469141	0.022950663925816222	0.8751202807183159	0.38404408	null
"GO:0031965"	"nuclear membrane"	NaN	4.638898399199671	0.16679551115507232	0.7000031871893662	0.55672959	null
"GO:0005743"	"mitochondrial inner membrane"	NaN	5.4193774051391275	1.0061707443584886	0.6680502103871734	0.70702097	31965
"GO:0032040"	"small-subunit processome"	NaN	4.404662700873722	0.09726162684235487	0.8644298831275637	0.42326362	null
"GO:0032153"	"cell division site"	NaN	4.559882696306285	0.13904861434073632	0.9999319457338859	3.518E-05	null
"GO:0032154"	"cleavage furrow"	NaN	3.780677274433368	0.02311539077422385	0.9413650388738249	0.20732689	null
"GO:0032991"	"protein-containing complex"	NaN	6.587973482324687	14.83437673106848	1	-0	null
"GO:0034709"	"methylosome"	NaN	3.1562461903973444	0.005485787137667973	0.8107855979398195	0.2511781	null
"GO:0035097"	"histone methyltransferase complex"	NaN	4.219270085885396	0.06346580692021321	0.6366413290134008	0.78916154	34709
"GO:0035267"	"NuA4 histone acetyltransferase complex"	NaN	4.044774874256443	0.04246504917671053	0.6866571373617403	0.58077026	null
"GO:0000786"	"nucleosome"	NaN	4.8042621355754935	0.24409071162764684	0.6680422011026653	0.71275957	35267
"GO:0042383"	"sarcolemma"	NaN	4.050070264367438	0.04298604572051141	0.9504085539348698	3.246E-05	null
"GO:0042995"	"cell projection"	NaN	5.537594966473448	1.3209599208085252	0.9999168870024369	4.52E-05	null
"GO:0043083"	"synaptic cleft"	NaN	2.8549130223078554	0.0027390627118942744	0.9788038613326496	2.748E-05	null
"GO:0044284"	"mitochondrial crista junction"	NaN	2.838849090737255	0.0026394604314617554	0.7689744909573983	0.1136891	null
"GO:0044530"	"supraspliceosomal complex"	NaN	2.0086001717619175	0.00038691655091093943	0.765464304949853	0.25445417	null
"GO:0045202"	"synapse"	NaN	5.19381168748201	0.5985560734022837	0.966693455489511	5.219E-05	null
"GO:0048786"	"presynaptic active zone"	NaN	3.4412236742426123	0.010576996010545583	0.9687403984059753	0.64124533	null
"GO:0060076"	"excitatory synapse"	NaN	3.182129214052998	0.0058229025483626535	0.9694181534049324	0.61550489	null
"GO:0061617"	"MICOS complex"	NaN	3.8887409606828927	0.029647001856433274	0.6841944941537176	0.62458208	null
"GO:0070062"	"extracellular exosome"	NaN	3.7298934039632377	0.020564040052375474	0.800511772231652	0.50449339	null
"GO:0070761"	"pre-snoRNP complex"	NaN	2.6148972160331345	0.001574482202221744	0.8912254491848556	0.22908062	null
"GO:0071013"	"catalytic step 2 spliceosome"	NaN	4.006466042249231	0.03887936708113985	0.695723683812716	0.55500963	null
"GO:0072686"	"mitotic spindle"	NaN	4.150971232062612	0.05422961083856692	0.7367992920246652	0.60849884	null
"GO:0097227"	"sperm annulus"	NaN	2.2810333672477277	0.0007278628185453317	0.8166918451002335	0.51338196	null
"GO:0097546"	"ciliary base"	NaN	3.362293937964231	0.00881863267521765	0.7919282031801794	0.59279236	null
"GO:0097730"	"non-motile cilium"	NaN	3.8360074591255313	0.02625669346478791	0.778931357853852	0.63580773	null
"GO:0099128"	"mitochondrial iron-sulfur cluster assembly complex"	NaN	2.2600713879850747	0.0006933851060879212	0.7586772334768362	0.40600766	null
"GO:0140275"	"MIB complex"	NaN	1.1760912590556813	5.363199715597181E-05	0.7678583761162738	0.36449824	null
"GO:1990229"	"iron-sulfur cluster assembly complex"	NaN	2.4608978427565478	0.0011032867986371343	0.848532011862463	0.22347913	null
"GO:1990904"	"ribonucleoprotein complex"	NaN	6.057599167202827	4.374160563473086	0.8654354004222681	-0	null
