TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000966"	"RNA 5'-end processing"	-1.424214756608635	4.514335201826775	0.10864209415606056	0.9064879739417101	0.58894179	null
"GO:0006139"	"nucleobase-containing compound metabolic process"	-7.075035409899606	6.8592498299776885	24.03953065737758	0.8365344839456971	0.41651258	null
"GO:0006396"	"RNA processing"	-2.0530350291300405	6.086002636803739	4.052084515125943	0.8553258824346757	0.09658762	null
"GO:0006725"	"cellular aromatic compound metabolic process"	-7.057427645827647	6.906343986239533	26.79292613417935	0.9116274818751905	0.24738456	null
"GO:0006793"	"phosphorus metabolic process"	-2.0611079804587247	6.6069091850270905	13.445758050270145	0.9268572753719829	0.19395713	null
"GO:0006796"	"phosphate-containing compound metabolic process"	-2.09400979624815	6.596776163947953	13.135671182135214	0.9272792690010634	0.19254987	null
"GO:0006807"	"nitrogen compound metabolic process"	-12.034797012585454	7.173368255044886	49.550089164434496	0.931615089840326	0.21487861	null
"GO:0006950"	"response to stress"	-2.4237859894085334	6.164417697653935	4.85393118141787	0.9751898403582899	0.50569089	null
"GO:0006996"	"organelle organization"	-3.515115106299308	6.025583151597613	3.5258104170692315	0.9366452373646468	0.01219869	null
"GO:0008104"	"protein localization"	-2.546671968239119	5.961959475234507	3.0453359938674045	0.9666481536101414	0.40152089	null
"GO:0070727"	"cellular macromolecule localization"	-2.769029352304309	5.962430426234816	3.0486401655037634	0.9666448631919523	0.90950073	8104
"GO:0008152"	"metabolic process"	-12.784250805649023	7.2951515397673985	65.58850504615819	1	-0	null
"GO:0009056"	"catabolic process"	-1.939457254602934	6.262917172141838	6.089661456369162	0.9633808984664393	0.08420422	null
"GO:0009058"	"biosynthetic process"	-2.5096281226594392	6.928765459811587	28.21250331123538	0.9447108612748013	0.15165101	null
"GO:0009892"	"negative regulation of metabolic process"	-4.5625072911947875	5.679962712467554	1.5908821882312123	0.6505712331248533	0.28513125	null
"GO:0009890"	"negative regulation of biosynthetic process"	-3.849290020690304	5.419577433814187	0.8734780491811655	0.6584223126771609	0.87761026	9892
"GO:0010558"	"negative regulation of macromolecule biosynthetic process"	-3.4873363318940647	5.405551248282309	0.845718353672881	0.652682232726349	0.98709365	9892
"GO:0010605"	"negative regulation of macromolecule metabolic process"	-3.905486222837385	5.6571208964988235	1.509371531596241	0.640482219098993	0.93253509	9892
"GO:0031324"	"negative regulation of cellular metabolic process"	-4.265333738476551	5.503956745118786	1.0607953287389835	0.6512366139329033	0.87687651	9892
"GO:0031327"	"negative regulation of cellular biosynthetic process"	-4.031125734064185	5.416202664293165	0.8667167965570665	0.64822243729023	0.82236232	9892
"GO:0045892"	"negative regulation of DNA-templated transcription"	-3.0212786622493155	5.27916484306227	0.6321771203532551	0.6536758459750919	0.95781707	9892
"GO:0045934"	"negative regulation of nucleobase-containing compound metabolic process"	-3.7862904821968213	5.325191258073218	0.7028544818545298	0.6573445945818125	0.92683517	9892
"GO:0048523"	"negative regulation of cellular process"	-4.228308487447037	5.740254497211517	1.8278052558467632	0.6851473846864057	0.89771757	9892
"GO:0051172"	"negative regulation of nitrogen compound metabolic process"	-3.4529768740297833	5.528054966315465	1.1213208389551066	0.6507560797807314	0.93849364	9892
"GO:0051253"	"negative regulation of RNA metabolic process"	-2.9156069041052026	5.295441741185945	0.6563201772897502	0.6559019175603578	0.97580054	9892
"GO:1902679"	"negative regulation of RNA biosynthetic process"	-3.002488652397981	5.279730806188399	0.6330015012041778	0.6538902192597679	0.98621083	9892
"GO:1903507"	"negative regulation of nucleic acid-templated transcription"	-3.009222035056949	5.279297271497022	0.6323699191006483	0.6538307589484817	0.99344417	9892
"GO:0009966"	"regulation of signal transduction"	-2.0925905476685958	5.440813086081952	0.9172500130720875	0.7810302098955819	0.28812002	null
"GO:1902531"	"regulation of intracellular signal transduction"	-1.4365719027369668	5.143027297757208	0.4620621428257775	0.7960363616001328	0.9084116	9966
"GO:0009987"	"cellular process"	-16.992420358764942	7.386322179745776	80.90928742480475	1	-0	null
"GO:0010467"	"gene expression"	-4.390881593613482	6.7008770542903315	16.693722203531454	0.9057295855052689	0.23325086	null
"GO:0010646"	"regulation of cell communication"	-2.437914711926462	5.47238194652053	0.9864082534085572	0.788175328550432	0.29052089	null
"GO:0016070"	"RNA metabolic process"	-4.624594237971919	6.608531168062885	13.496068550990763	0.8297305203260004	0.56269075	null
"GO:0016570"	"histone modification"	-1.7775937874624985	5.177931657935193	0.5007315881434488	0.9392754511004547	0.13705366	null
"GO:0018130"	"heterocycle biosynthetic process"	-1.320612790046036	6.614988176443289	13.69822468586519	0.8533479823121929	0.56514169	null
"GO:0019222"	"regulation of metabolic process"	-8.067051445387008	6.5917824923437385	12.985497578497595	0.7073484894793203	0.4063976	null
"GO:0019438"	"aromatic compound biosynthetic process"	-1.8376533026640216	6.6045919162733915	13.374206446172934	0.8541733616226889	0.56099683	null
"GO:0019538"	"protein metabolic process"	-2.5737852900958695	6.759742687950117	19.1169597977714	0.8921394131872611	0.33829603	null
"GO:0022607"	"cellular component assembly"	-1.3593583357787533	5.888490074750314	2.5713768386809335	0.9371816030268634	0.68031239	null
"GO:0023051"	"regulation of signaling"	-2.508466804339694	5.4748279260344415	0.9919794723849535	0.7940311610279581	0.26968222	null
"GO:0030030"	"cell projection organization"	-1.5893594177656982	5.299062534786937	0.6618149415904561	0.9472560044196531	0.56990615	null
"GO:0031323"	"regulation of cellular metabolic process"	-7.604297233628144	6.560696370355389	12.088501406250794	0.6245136408295728	0.59520874	null
"GO:0006355"	"regulation of DNA-templated transcription"	-1.3517621761652476	6.475223736257365	9.928869561442351	0.6205660783494791	0.88492294	31323
"GO:0009889"	"regulation of biosynthetic process"	-4.021801047303585	6.534489487167725	11.380610888149702	0.630006818245682	0.82883197	31323
"GO:0010468"	"regulation of gene expression"	-4.510270195804857	6.5545506958384285	11.918642385681064	0.62600118366086	0.83786171	31323
