# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0000791"	"euchromatin"	0.010653613149339828	NaN	0.7688485798924821	0.06390304	null
"GO:0000776"	"kinetochore"	0.1845170553581813	NaN	0.7156773601382059	0.60346895	"euchromatin"
"GO:0000785"	"chromatin"	0.7112100834284024	NaN	0.7043185146095501	0.69398821	"euchromatin"
"GO:0001725"	"stress fiber"	0.008826294389097074	NaN	0.7684033251410118	0.23468637	"euchromatin"
"GO:0005940"	"septin ring"	0.005937828256554021	NaN	0.7230904579069968	0.38131798	"euchromatin"
"GO:0015630"	"microtubule cytoskeleton"	1.1931625332997238	NaN	0.6806716121929034	0.52823551	"euchromatin"
"GO:0030018"	"Z disc"	0.032451189136302655	NaN	0.7569214061599073	0.25247207	"euchromatin"
"GO:0035267"	"NuA4 histone acetyltransferase complex"	0.04246504917671053	NaN	0.6866571373617403	0.58077026	"euchromatin"
"GO:0072686"	"mitotic spindle"	0.05422961083856692	NaN	0.7367992920246652	0.60849884	"euchromatin"
"GO:0005575"	"cellular_component"	100	NaN	1	-0	null
"GO:0005622"	"intracellular anatomical structure"	40.30417387187009	NaN	0.9998697823185846	9.415E-05	null
"GO:0016020"	"membrane"	61.75528715720534	NaN	0.9998603777207427	0.00035445	null
"GO:0016528"	"sarcoplasm"	0.03973364817869568	NaN	0.8760956449889946	3.229E-05	null
"GO:0000139"	"Golgi membrane"	0.7859156246097315	NaN	0.6880726777232633	0.69471244	"sarcoplasm"
"GO:0001401"	"SAM complex"	0.012538394763678268	NaN	0.6982750646112051	0.51215281	"sarcoplasm"
"GO:0001650"	"fibrillar center"	0.02419569243122271	NaN	0.6899813156239573	0.44412707	"sarcoplasm"
"GO:0005634"	"nucleus"	12.299943073465876	NaN	0.6993897190587208	0.44261416	"sarcoplasm"
"GO:0005654"	"nucleoplasm"	1.1935686041353335	NaN	0.6604531310689378	0.59010438	"sarcoplasm"
"GO:0005737"	"cytoplasm"	24.89336809708311	NaN	0.8411096940824171	0.19795228	"sarcoplasm"
"GO:0005739"	"mitochondrion"	2.7162231428197097	NaN	0.7302572712132142	0.27141176	"sarcoplasm"
"GO:0005759"	"mitochondrial matrix"	0.3371000872669211	NaN	0.6583483510977989	0.69563777	"sarcoplasm"
"GO:0005763"	"mitochondrial small ribosomal subunit"	0.026268186035607047	NaN	0.5919589421715098	0.65280264	"sarcoplasm"
"GO:0005794"	"Golgi apparatus"	1.6851786443516696	NaN	0.7124928501173944	0.32819506	"sarcoplasm"
"GO:0005795"	"Golgi stack"	0.12172164840241773	NaN	0.7556424931780061	0.54134043	"sarcoplasm"
"GO:0005801"	"cis-Golgi network"	0.029738942422986366	NaN	0.776693975690173	0.4780674	"sarcoplasm"
"GO:0005829"	"cytosol"	1.6735941329659796	NaN	0.8354069716118188	0.17522289	"sarcoplasm"
"GO:0015030"	"Cajal body"	0.013258595868344174	NaN	0.7373307040463806	0.42890356	"sarcoplasm"
"GO:0016363"	"nuclear matrix"	0.018035674472165378	NaN	0.7433765120859543	0.13169003	"sarcoplasm"
"GO:0031965"	"nuclear membrane"	0.16679551115507232	NaN	0.7000031871893662	0.55672959	"sarcoplasm"
