orthogroup,symbol,lrt,pval,k,adj_pval,signif,grouping
OG0005310,SESN1,196.8970655883404,0,8.062265368153748,0,Significant,Intensification
OG0005311,CEP57L1,26.81290933868968,2.241350696152722e-7,2.243800040330632,1.950696667245191e-6,Significant,Intensification
OG0005314,FIG4,119.9330302196304,0,6.268405095183897,0,Significant,Intensification
OG0005334,ARFGEF2,19.03128259737059,1.285929186156665e-5,3.209543224051314,8.358056641203087e-5,Significant,Intensification
OG0005338,NA,29.28631665048397,6.243502292946347e-8,7.561862641804317,5.839193333651766e-7,Significant,Intensification
OG0005340,EYA2,10.60440854622721,0.0011281834036837,4.36278321353646,0.00500054996765344,Significant,Intensification
OG0005373,SOX17,49.57355599165112,1.910693825379894e-12,8.217096356299876,3.061002274696567e-11,Significant,Intensification
OG0005382,SDR16C5,30.24254701045811,3.8125345991346655e-8,2.796726027057455,3.6975601812908057e-7,Significant,Intensification
OG0005384,MICU2,12.36696716387178,4.369968881002828e-4,4.350838143667644,0.00212385397694131,Significant,Intensification
OG0005391,EEF1AKMT1,130.379271221248,0,10.76608086739386,0,Significant,Intensification
OG0005394,CRYL1,29.1374855648819,6.74198200600884e-8,3.188793486258595,6.278243954142355e-7,Significant,Intensification
OG0005396,PSPC1,17.56050016079826,2.783096901004534e-5,4.579963489227323,1.7160777826507643e-4,Significant,Intensification
OG0005403,STON2,132.5808316181865,0,5.560224171695082,0,Significant,Intensification
OG0005428,FLVCR2,21.96670064405589,2.774222475854238e-6,2.271332212388949,2.0331919212500705e-5,Significant,Intensification
OG0005432,NEK9,38.98491932902834,4.2709202840995886e-10,4.77132310283858,5.278247339677935e-9,Significant,Intensification
OG0005434,MLH3,40.19330896711472,2.3003476901095607e-10,2.312556555463689,2.9501103972875254e-9,Significant,Intensification
OG0005444,ABCD4,89.34032197650231,0,5.718594514210493,0,Significant,Intensification
OG0005464,MBIP,35.27896832472743,2.857007186385374e-9,2.687130152627944,3.2140402040858094e-8,Significant,Intensification
OG0005483,STRN3,27.69916192280289,1.417240971246514e-7,4.011615364266743,1.2635663508499035e-6,Significant,Intensification
OG0005505,TBC1D9,14.74578305012801,1.230223660401153e-4,5.512042483521318,6.761540588392868e-4,Significant,Intensification
OG0005521,RAD51B,147.4859678148614,0,5.652753031856864,0,Significant,Intensification
OG0005524,ARG2,33.09280390918684,8.78633032996845e-9,47.34123222748801,9.315017608401601e-8,Significant,Intensification
OG0005525,VTI1B,31.09942416292097,2.451441061257498e-8,3.451324937985226,2.443250762780946e-7,Significant,Intensification
OG0005530,EIF2S1,82.69776075569234,0,16.78835001391113,0,Significant,Intensification
OG0005537,MATN1,16.50768032557244,4.845340598369496e-5,2.96852097747675,2.8495609460567307e-4,Significant,Intensification
OG0005540,SNRNP40,72.99180928560781,0,29.26683693183725,0,Significant,Intensification
OG0005542,HAAO,28.2420210950213,1.070550159631978e-7,3.845419124653264,9.667358487449104e-7,Significant,Intensification
OG0005543,MTA3,17.16878252343486,3.420108109808417e-5,7.518265585716972,2.0763056321370255e-4,Significant,Intensification
OG0005551,NA,61.16182645364461,5.218048215738236e-15,4.534634110223068,1.1257190801583911e-13,Significant,Intensification
OG0005555,KANSL3,112.9745992446151,0,6.573937824737198,0,Significant,Intensification
OG0005566,CUNH2ORF68 C13H2ORF68,12.94457844533781,3.208493406776647e-4,13.43900293533515,0.00160815043233051,Significant,Intensification
OG0005596,ADRA2B,46.26068253064659,1.0352052548512349e-11,5.008888679057436,1.544062182710006e-10,Significant,Intensification
OG0005612,RNF144B,39.40657305927016,3.44136608099177e-10,5.590510477717276,4.3022049084768495e-9,Significant,Intensification
OG0005628,UGT8,67.64940133458913,2.220446049250313e-16,6.290132954205662,5.3507183209093206e-15,Significant,Intensification
OG0005632,SHROOM1,29.80880434057326,4.768216654849056e-8,3.967873204588054,4.547942919636074e-7,Significant,Intensification
OG0005642,PRELID2,138.0638355917818,0,11.64172258271683,0,Significant,Intensification
OG0005643,GRXCR2,26.60674506202486,2.493716280138614e-7,4.136877121285989,2.1508613698384e-6,Significant,Intensification
OG0005652,SFXN1,25.32589530248424,4.841650034226319e-7,4.26727595375541,4.023546056300854e-6,Significant,Intensification
OG0005656,CPEB4,78.58859374362419,0,8.013126172010159,0,Significant,Intensification
OG0005675,IL17B,32.76027685481449,1.042536623696577e-8,48.4388348428179,1.090566424618995e-7,Significant,Intensification
OG0005687,NA,38.92180004292095,4.4112680175345526e-10,4.064737143848571,5.443920059870388e-9,Significant,Intensification
OG0005692,SPATS2L,14.63731042031213,1.303090318177658e-4,5.577064302749372e-7,7.116814610198812e-4,Significant,Relaxation
OG0005696,FAM126B,290.6710341286471,0,7.388449683607279,0,Significant,Intensification
OG0005703,GTF2H3,12.90970261582879,3.26883224302521e-4,4.955986212471093,0.00163366075877591,Significant,Intensification
OG0005710,ABCB9,41.833279493585,9.939715717166564e-11,4.370044462538535,1.329033704315424e-9,Significant,Intensification
OG0005714,RNF34,41.08320221479426,1.4588474872567758e-10,5.920622072449566,1.912195395796722e-9,Significant,Intensification
OG0005725,CLIP1,21.58223958573944,3.38976293490223e-6,2.317167208075266,2.4539614351329866e-5,Significant,Intensification
OG0005740,TMEM116,102.2499855314873,0,8.79067100306148,0,Significant,Intensification
OG0005747,ISCU,18.93277895580695,1.354060111757871e-5,3.026469876419163e-6,8.781089975125443e-5,Significant,Relaxation
OG0005751,USP30,107.2002956725391,0,5.31082795471272,0,Significant,Intensification
OG0005774,TPST2,24.94253197538455,5.906488005358312e-7,6.038451265749039,4.843320164393816e-6,Significant,Intensification
OG0005784,RBM47,22.3737309991775,2.244227096714901e-6,10.08086097492217,1.6708096913666616e-5,Significant,Intensification
OG0005792,RPP21,48.34399758546078,3.5763614292250168e-12,9.655660659260883,5.594774452843693e-11,Significant,Intensification
OG0005802,EVX2,21.21483337548489,4.105746263305399e-6,20.06530041853207,2.9257669624262772e-5,Significant,Intensification
OG0005805,HOXD11,22.05934597193846,2.643494341869612e-6,4.098060329947274,1.944631764584525e-5,Significant,Intensification
OG0005812,TTC30B,89.15414831025737,0,9.144067918199813,0,Significant,Intensification
OG0005819,MICOS10 MINOS1,16.42235870393142,5.068385232331885e-5,3.3505477900642e-6,2.970636900061188e-4,Significant,Relaxation
OG0005820,SLC66A1 PQLC2,68.61250139986441,1.110223024625157e-16,5.777210166561173,2.720832687261256e-15,Significant,Intensification
OG0005842,PTCD2,44.68380741399324,2.31564767361192e-11,3.979898627921167,3.3166668914597215e-10,Significant,Intensification
OG0005868,PDE8B,17.95785725358473,2.258501858198869e-5,2.5501549704444,1.413769867965153e-4,Significant,Intensification
OG0005875,JMY,184.2830891841131,0,22.88222341091758,0,Significant,Intensification
OG0005885,PSMC6,26.20183022858055,3.075309208400157e-7,19.27992858857862,2.608284309987231e-6,Significant,Intensification
OG0005904,MAPK1IP1L,18.88892673042938,1.385546026799744e-5,49.99999999999989,8.971825357668103e-5,Significant,Intensification
OG0005910,ACTR10,11.70724682442869,6.225716379660851e-4,3.611956902346511,0.0029271017608938,Significant,Intensification
OG0005911,ARMH4,29.63592559595236,5.2129761063390845e-8,2.040211643475839,4.944896523677568e-7,Significant,Intensification
OG0005923,PXDC1,9.5258065186149,0.00202602531276818,0.3557888545201847,0.00845215509669429,Significant,Relaxation
OG0005931,ANKRD40,19.40126274666181,1.05936991035005e-5,6.633258786864215,6.979900300409964e-5,Significant,Intensification
OG0005945,DCXR,18.72678812229788,1.508483723466902e-5,8.678337469339187,9.702522447369644e-5,Significant,Intensification
OG0005954,ALYREF,10.95453216887336,9.337494450626372e-4,0.4148779759731323,0.00423590270017665,Significant,Relaxation
OG0005955,ARHGDIA,34.22329285899195,4.9137277580157965e-9,4.799375240799115,5.3808428904550195e-8,Significant,Intensification
OG0005973,ENGASE,93.69269783700838,0,5.091995960935081,0,Significant,Intensification
OG0005984,BAIAP2,81.17012896051983,0,6.822862496227149,0,Significant,Intensification
OG0005985,AATK,9.47725236362021,0.00208035310647547,2.065359361553393,0.00862758136343208,Significant,Intensification
OG0005986,PVALEF,20.88433516694931,4.878680547659719e-6,3.633107198411298,3.428551211844372e-5,Significant,Intensification
OG0005993,CCDC137,25.73951941710675,3.9074317415011e-7,3.721382728752451,3.2818633005559244e-6,Significant,Intensification
OG0006006,EFHD1,110.7288672571158,0,5.419432982208987,0,Significant,Intensification
OG0006007,GIGYF2,184.9141659090128,0,4.768841887505579,0,Significant,Intensification
OG0006034,HENMT1,14.41985680213384,1.462520153985292e-4,2.152601745672392,7.902724454794978e-4,Significant,Intensification
OG0006041,TAB3,34.7905345104009,3.671541848326854e-9,5.366286278508233,4.0825846439428816e-8,Significant,Intensification
OG0006059,ZNF207,69.0957044385068,1.110223024625157e-16,8.45425575784462,2.720832687261256e-15,Significant,Intensification
OG0006076,PPM1D,14.44523607725932,1.44294372298126e-4,2.10445049679694,7.807376739966761e-4,Significant,Intensification
OG0006093,NA,16.76671998393795,4.226815419039465e-5,6.789333641711455,2.5183319690158686e-4,Significant,Intensification
OG0006106,LAYN,28.51705708788813,9.287666058455103e-8,2.881616482283829,8.48443496005228e-7,Significant,Intensification
OG0006109,HINFP,11.63872936861935,6.459270997338784e-4,42.74195971821398,0.00302703972903455,Significant,Intensification
OG0006110,CUNH11ORF53 C13H11ORF53,10.2996643431743,0.00133054408773625,0.4212535027680521,0.00579000850251826,Significant,Relaxation
OG0006111,NLRX1,77.29927676946318,0,3.446742150916415,0,Significant,Intensification
OG0006113,CCDC153,70.65987479865726,0,10.44770979000479,0,Significant,Intensification
OG0006117,NECTIN1,259.7985558946566,0,9.319616485169291,0,Significant,Intensification
OG0006123,SARNP,45.92962771072553,1.225775037028143e-11,4.364144798220976,1.8065042325946279e-10,Significant,Intensification
OG0006135,ZMIZ2,59.86193003396329,1.021405182655144e-14,7.324398500445533,2.1447029696965179e-13,Significant,Intensification
OG0006138,YKT6,9.223899781155524,0.00238876194906789,49.99999999999989,0.00978001875124769,Significant,Intensification
OG0006157,PANX3,13.62422870638602,2.232851952045367e-4,1.941529561602197,0.00116084148059762,Significant,Intensification
OG0006165,TIRAP,11.69151246794354,6.278584145679167e-4,3.011355400584474,0.00294875306429264,Significant,Intensification
OG0006176,FSD1L,29.55980189282582,5.4217775158349475e-8,5.706069956941977,5.137327194905599e-7,Significant,Intensification
OG0006197,TAB2,38.36034713005938,5.881540809937745e-10,4.59546605445596,7.186611517905571e-9,Significant,Intensification
OG0006200,GINM1,22.33868823360353,2.28555336601044e-6,3.629193361011215,1.7001136861011448e-5,Significant,Intensification
OG0006201,LATS1,83.90372700900116,0,6.140890772456838,0,Significant,Intensification
OG0006202,NUP43,17.64550450273327,2.661435971085258e-5,8.055054327790582,1.6504718699540192e-4,Significant,Intensification
OG0006216,G3BP1,9.18685110288152,0.0024375988313523,7.48161129948485,0.00995170716848928,Significant,Intensification
OG0006229,ACOT8,10.80654229378524,0.00101142029447576,6.986595847900243,0.00454063153477416,Significant,Intensification
OG0006237,SNRPB,12.55269193482627,3.956359545754795e-4,13.73199932873172,0.00194358128508374,Significant,Intensification
OG0006254,PIGF,42.6780828247397,6.453126921712736e-11,10.19429240444327,8.777673113166178e-10,Significant,Intensification
OG0006258,TTC7A,21.46689026628519,3.599910420648555e-6,3.468017923163582,2.5887635119726225e-5,Significant,Intensification
OG0006264,ABCC2,34.65897076923284,3.928241620876349e-9,2.650981710180372,4.351244335749206e-8,Significant,Intensification
OG0006267,ENTPD1,28.47357422108144,9.498612163483244e-8,2.531483317606939,8.658850772001428e-7,Significant,Intensification
OG0006269,MAP6D1,27.61143226210788,1.482996664359248e-7,6.636460560007416e-6,1.3171872837137426e-6,Significant,Relaxation
OG0006270,YEATS2,307.9091154052076,0,8.028959061912545,0,Significant,Intensification
OG0006273,MTAP,40.03357788068934,2.4963464628768856e-10,5.472206523498049,3.175866654462933e-9,Significant,Intensification
OG0006278,IL22,57.86495371457841,2.8088642523016464e-14,3.873788279726285,5.560522802439712e-13,Significant,Intensification
OG0006285,PRMT5,23.62711383839087,1.16928291316043e-6,0.4781271181660406,9.129482384251698e-6,Significant,Relaxation
OG0006321,LRRC28,69.6571996392995,1.110223024625157e-16,3.901041797767302,2.720832687261256e-15,Significant,Intensification
OG0006326,ASB7,10.07590124715034,0.00150221126226779,0.3642129069944216,0.00644944398505145,Significant,Relaxation
OG0006333,DET1,83.86456234503748,0,15.02900562036535,0,Significant,Intensification
OG0006336,NA,45.525403045031,1.506716973409539e-11,6.769986102275705,2.2055175189451644e-10,Significant,Intensification
OG0006337,PLIN1,85.0545847158337,0,6.306461801961895,0,Significant,Intensification
OG0006364,USP50,11.21505053408055,8.113660027312397e-4,2.789307608416641,0.00373755446732052,Significant,Intensification
OG0006381,SLC24A5,48.44221851318798,3.401612325149017e-12,10.55070379712723,5.3407165562366874e-11,Significant,Intensification
OG0006388,WIPF2,21.9419850027125,2.810180828816122e-6,10.31767964652492,2.056757559229126e-5,Significant,Intensification
OG0006406,STARD3,15.10006340639939,1.019598639664387e-4,9.251879628539443,5.683342675088024e-4,Significant,Intensification
OG0006427,POP5,23.43928781360046,1.28918582054105e-6,8.571494636486811,1.0020437137017631e-5,Significant,Intensification
OG0006435,DRG1,30.51317582452521,3.316067043179771e-8,4.340439572491948,3.267345784800479e-7,Significant,Intensification
OG0006442,GGT1,112.3591484285353,0,5.017487429743497,0,Significant,Intensification
OG0006447,XIRP1,17.54245326565433,2.809637006351284e-5,4.092860786784261,1.7287460698396127e-4,Significant,Intensification
OG0006453,AP1G1,12.07555451784174,5.108726642086836e-4,4.629229530302791,0.00244174553484492,Significant,Intensification
OG0006459,TMEM231,89.46159402867215,0,9.687564205321609,0,Significant,Intensification
OG0006494,WNT8A,21.55071148740353,3.445948213220973e-6,29.97320548852426,2.490467668552601e-5,Significant,Intensification
OG0006526,PRRG2,57.21242710173738,3.907985046680551e-14,3.086174378999738,7.614409603340866e-13,Significant,Intensification
OG0006534,CCDC47,20.41728431631691,6.226488905136662e-6,5.607437048251014,4.3023446899630405e-5,Significant,Intensification
OG0006535,G6PC3,10.09475601795384,0.00148691846313842,2.841599820616885,0.00639330597644655,Significant,Intensification
OG0006537,EPHA1,20.6547405320689,5.500083922305166e-6,2.989164238602241,3.834103627063818e-5,Significant,Intensification
OG0006543,MRPL51,177.9968723477323,0,10.92995787390889,0,Significant,Intensification
OG0006546,IFFO1,9.942033544292826,0.00161546988577598,2.601428535921454,0.00690144690461633,Significant,Intensification
OG0006561,TPI1,9.49949753470355,0.00205528172640612,7.543871653354897,0.00853998185165195,Significant,Intensification
OG0006562,LRRC23,73.51540153745827,0,5.522281023124507,0,Significant,Intensification
OG0006563,CUNH12ORF57 C3H12ORF57,32.7176071053575,1.065675148126388e-8,12.19761934233651,1.1134246022272201e-7,Significant,Intensification
OG0006567,LPCAT3,53.66020511870374,2.383648833870211e-13,3.2799362341142,4.242993016833579e-12,Significant,Intensification
OG0006570,RBP5,18.18988035772372,1.999383795658893e-5,11.88927075624238,1.2643764046962782e-4,Significant,Intensification
OG0006572,NA,30.42514033105545,3.470017684303883e-8,3.872680699625048,3.395828392184717e-7,Significant,Intensification
OG0006575,NA,13.15071942827763,2.874088699768018e-4,4.553843726362246,0.00145540578813073,Significant,Intensification
OG0006578,TBX15,65.81903456206874,4.440892098500626e-16,6.435163901141779,1.0327461705411e-14,Significant,Intensification
OG0006590,CTSL,23.41133307077871,1.308056399085267e-6,2.868767982530093,1.0139781280005954e-5,Significant,Intensification
OG0006591,DAPK1,20.23548046546784,6.847115749164523e-6,2.728573663419391,4.689976116074607e-5,Significant,Intensification
OG0006604,NA,107.2281537866802,0,8.17637410108247,0,Significant,Intensification
OG0006611,JPH3,70.28780916626783,0,4.47190008011378,0,Significant,Intensification
OG0006615,GORASP2,39.05812875133051,4.1137271367119865e-10,3.187146095270458,5.091252283218226e-9,Significant,Intensification
