file,null,alt,df,lrt,pval,note
OG0007017,M1,M2,2,0.0,1.0,
OG0005250,M1,M2,2,0.0,1.0,
OG0005132,M1,M2,2,0.0,1.0,
OG0008345,M1,M2,2,14.944713999999749,0.0005685865577427229,
OG0005398,M1,M2,2,1.6144899999999325,0.44608533998875965,
OG0009960,M1,M2,2,2.7088960000000952,0.25808972066436897,
OG0005276,M1,M2,2,4.4272640000000365,0.10930293843879713,
OG0005488,M1,M2,2,0.0,1.0,
OG0011994,M1,M2,2,0.0,1.0,
OG0011428,M1,M2,2,71.22550200000114,3.3306690738754696e-16,
OG0011737,M1,M2,2,34.469748000000436,3.27332648764056e-08,
OG0013112,M1,M2,2,0.007711999999855834,0.9961514248216353,
OG0012824,M1,M2,2,0.0,1.0,
OG0007678,M1,M2,2,0.31990600000017366,0.8521838406654263,
OG0008417,M1,M2,2,6.511894000000211,0.03854430192055569,
OG0009781,M1,M2,2,0.00018400000044493936,0.9999080042316477,
OG0012396,M1,M2,2,3.634509999999864,0.16247112261317798,
OG0011341,M1,M2,2,8.715558000000783,0.012806799988723583,
OG0006116,M1,M2,2,10.372072000000117,0.005594138085131983,
OG0007514,M1,M2,2,0.0,1.0,
OG0006834,M1,M2,2,0.053571999999803666,0.9735695631197343,
OG0013805,M1,M2,2,5.444145999999819,0.06573833750547387,
OG0005438,M1,M2,2,0.0,1.0,
OG0009606,M1,M2,2,0.0,1.0,
OG0012310,M1,M2,2,13.456189999999879,0.0011968107122984906,
OG0009440,M1,M2,2,40.67381000000023,1.4716156071514774e-09,
OG0013931,M1,M2,2,0.0114080000003014,0.9943122369213813,
OG0010354,M1,M2,2,33.563558000000285,5.1495109287813534e-08,
OG0007816,M1,M2,2,0.0,1.0,
OG0009995,M1,M2,2,0.0,1.0,
OG0007586,M1,M2,2,0.0,1.0,
OG0010664,M1,M2,2,12.004570000000058,0.002473094694078082,
OG0005342,M1,M2,2,0.0,1.0,
OG0010015,M1,M2,2,5.008360000000039,0.08174259944248297,
OG0006994,M1,M2,2,2.19457599999987,0.333775055308539,
OG0011051,M1,M2,2,0.0,1.0,
OG0009117,M1,M2,2,2.5968900000000303,0.27295590963737504,
OG0010150,M1,M2,2,2.4060060000001613,0.3002910824214382,
OG0009850,M1,M2,2,0.0010339999998905114,0.9994831336215263,
OG0012533,M1,M2,2,0.0,1.0,
OG0011712,M1,M2,2,2.245600000000195,0.32536748902194434,
OG0011311,M1,M2,2,3.5515380000015284,0.16935316682678359,
OG0013476,M1,M2,2,127.46149200000036,0.0,
OG0012406,M1,M2,2,0.0,1.0,
OG0008053,M1,M2,2,0.20414600000003702,0.902963632917652,
OG0006595,M1,M2,2,0.7983500000000276,0.6708732882546456,
OG0012034,M1,M2,2,7.49145000000135,0.0236184994268408,
OG0007210,M1,M2,2,0.0,1.0,
OG0012279,M1,M2,2,0.0,1.0,
OG0010053,M1,M2,2,0.9239739999998164,0.6300305302856266,
OG0012736,M1,M2,2,1.0842979999997624,0.5814972710405901,
OG0007728,M1,M2,2,11.13863399999991,0.0038130838797036937,
OG0012696,M1,M2,2,0.0,1.0,
OG0007078,M1,M2,2,8.851931999999579,0.0119626497977946,
OG0007282,M1,M2,2,13.851274000000558,0.0009822772082356268,
OG0006216,M1,M2,2,0.0,1.0,
OG0009480,M1,M2,2,0.0,1.0,
OG0007776,M1,M2,2,0.0,1.0,
OG0006052,M1,M2,2,0.0,1.0,
OG0011308,M1,M2,2,0.006919999999809079,0.99654597890244,
OG0005771,M1,M2,2,5.139254000001529,0.0765640985071151,
OG0011514,M1,M2,2,6.3992779999998675,0.04077692179041037,
OG0007624,M1,M2,2,1.9005159999996977,0.38664125714091613,
OG0008894,M1,M2,2,0.0,1.0,
OG0013278,M1,M2,2,0.0,1.0,
OG0008765,M1,M2,2,0.0,1.0,
OG0013895,M1,M2,2,0.0,1.0,
OG0007689,M1,M2,2,0.0,1.0,
OG0007439,M1,M2,2,0.0,1.0,
OG0012623,M1,M2,2,0.8625979999997071,0.6496646320066463,
OG0007359,M1,M2,2,4.015817999999854,0.13426913810988617,
OG0009660,M1,M2,2,0.11760800000047311,0.9428915577923263,
OG0011879,M1,M2,2,1.3165640000006533,0.5177400482707348,
OG0006395,M1,M2,2,19.845712000000276,4.9040895789276284e-05,
OG0007857,M1,M2,2,1.1814780000004248,0.5539177881985766,
OG0006810,M1,M2,2,0.0,1.0,
OG0011482,M1,M2,2,2.3548600000003717,0.30806946060182994,
OG0007488,M1,M2,2,4.133630000000267,0.12658832412827148,
OG0007772,M1,M2,2,5.2968760000003385,0.0707616564890804,
OG0013580,M1,M2,2,3.71455799999967,0.15609679240600483,
OG0007733,M1,M2,2,6.033038000000488,0.048971391417484966,
OG0011903,M1,M2,2,1.227980000000116,0.5411872184602968,
OG0009567,M1,M2,2,3.9541320000007545,0.13847492730931155,
OG0011525,M1,M2,2,0.0,1.0,
OG0007924,M1,M2,2,3.2904940000007628,0.19296489457794508,
OG0013145,M1,M2,2,5.394220000000132,0.06740001759570302,
OG0007134,M1,M2,2,8.73631000000023,0.012674603652670036,
OG0008361,M1,M2,2,43.277797999999166,4.0026315595298456e-10,
OG0005994,M1,M2,2,0.03963399999975081,0.9803780660780305,
OG0007713,M1,M2,2,0.18042800000148418,0.9137356249226056,
OG0012548,M1,M2,2,3.8759339999996882,0.1439963970795799,
OG0010481,M1,M2,2,,,lnl1 < lnl0
OG0013882,M1,M2,2,4.460820000000012,0.1074843525159681,
OG0011253,M1,M2,2,0.0,1.0,
OG0010439,M1,M2,2,2.476284000000078,0.2899223936263611,
OG0013527,M1,M2,2,1.510204000000158,0.4699626760927105,
OG0012702,M1,M2,2,0.0,1.0,
OG0005669,M1,M2,2,0.9265120000000024,0.6292315286164178,
OG0009996,M1,M2,2,356.3985599999978,0.0,
OG0010995,M1,M2,2,0.290009999999711,0.8650179680102135,
OG0007254,M1,M2,2,0.0,1.0,
OG0006763,M1,M2,2,0.0,1.0,
OG0006000,M1,M2,2,2.5989819999995234,0.2726705470266273,
OG0008523,M1,M2,2,3.0487220000004527,0.21776016115960928,
OG0008544,M1,M2,2,0.0,1.0,
OG0006452,M1,M2,2,2.4293939999997747,0.2967999310501104,
OG0012872,M1,M2,2,0.002163999999538646,0.9989185851511669,
OG0006680,M1,M2,2,0.005160000000614673,0.9974233253392867,
OG0013614,M1,M2,2,0.23190599999998085,0.8905170766165214,
OG0005904,M1,M2,2,0.0,1.0,
OG0007724,M1,M2,2,8.70820399999866,0.012853977274581485,
OG0010883,M1,M2,2,0.0,1.0,
OG0012633,M1,M2,2,0.0,1.0,
OG0010338,M1,M2,2,0.0,1.0,
OG0012221,M1,M2,2,14.381862000000183,0.0007533873902284549,
OG0009532,M1,M2,2,0.0,1.0,
OG0009241,M1,M2,2,0.0,1.0,
OG0013803,M1,M2,2,0.0,1.0,
OG0010385,M1,M2,2,1.910411999999269,0.3847328814157248,
OG0007558,M1,M2,2,30.41570800000045,2.4849229451895383e-07,
OG0009482,M1,M2,2,0.0,1.0,
OG0012267,M1,M2,2,2.0771779999995488,0.35395375853082345,
OG0011677,M1,M2,2,0.0,1.0,
OG0006202,M1,M2,2,25.966662000000724,2.298322612559467e-06,
OG0008308,M1,M2,2,0.0,1.0,
OG0013638,M1,M2,2,0.30918600000222796,0.8567638094016778,
OG0011182,M1,M2,2,0.0452000000004773,0.977653466957977,
OG0013524,M1,M2,2,10.250434000001405,0.005944927167292113,
OG0005300,M1,M2,2,0.0,1.0,
OG0013661,M1,M2,2,46.95997200000056,6.349964998264568e-11,
OG0007942,M1,M2,2,0.0,1.0,
OG0009795,M1,M2,2,0.0,1.0,
OG0008672,M1,M2,2,0.0005080000000816653,0.9997460322552282,
OG0011424,M1,M2,2,8.557976000000053,0.013856677951342045,
OG0006228,M1,M2,2,0.0,1.0,
OG0013620,M1,M2,2,9.000000000014552e-05,0.9999550010124847,
OG0006405,M1,M2,2,25.37289200000032,3.092762046907893e-06,
OG0010624,M1,M2,2,0.0,1.0,
OG0007596,M1,M2,2,3.539577999999892,0.1703689328780249,
OG0010857,M1,M2,2,15.325064000000566,0.00047011556993881154,
OG0013802,M1,M2,2,0.03904599999987113,0.9806663396035303,
OG0007634,M1,M2,2,0.0,1.0,
OG0010262,M1,M2,2,0.0007239999999910651,0.9996380655140988,
OG0007848,M1,M2,2,2.056828000000678,0.3575736228528984,
OG0005569,M1,M2,2,6.939453999999387,0.031125526770107048,
OG0010020,M1,M2,2,16.976995999999872,0.00020582217296771788,
OG0005602,M1,M2,2,0.0,1.0,
OG0006344,M1,M2,2,0.0,1.0,
OG0012337,M1,M2,2,118.53438000000006,0.0,
OG0011664,M1,M2,2,2.2279679999996915,0.3282486101265909,
OG0011210,M1,M2,2,0.0,1.0,
OG0008718,M1,M2,2,0.0,1.0,
OG0007609,M1,M2,2,120.42607599999974,0.0,
OG0011641,M1,M2,2,0.0,1.0,
OG0013762,M1,M2,2,13.788516000000527,0.001013588778453034,
OG0012863,M1,M2,2,0.0,1.0,
OG0008516,M1,M2,2,0.01791400000001886,0.9910829944253915,
OG0013771,M1,M2,2,1.6191859999998996,0.4450391603060624,
OG0007002,M1,M2,2,1.8177539999996952,0.40297651264981216,
OG0007431,M1,M2,2,7.668713999999454,0.021615232597301248,
OG0009016,M1,M2,2,1.5255699999997887,0.46636578799123996,
OG0010715,M1,M2,2,0.0,1.0,
OG0011645,M1,M2,2,0.0017020000004777103,0.9991493619975673,
OG0013032,M1,M2,2,0.0,1.0,
OG0012530,M1,M2,2,0.0,1.0,
OG0011064,M1,M2,2,0.0,1.0,
OG0007168,M1,M2,2,0.045935999999528576,0.9772937566733519,
OG0010166,M1,M2,2,0.0,1.0,
OG0007535,M1,M2,2,5.1349000000009255,0.07673096011254477,
OG0008016,M1,M2,2,0.0014160000000629225,0.9992922505728299,
