# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0000966"	"RNA 5'-end processing"	0.10864209415606056	NaN	0.9018150565952093	0.09613643	null
"GO:0006396"	"RNA processing"	4.052084515125943	NaN	0.853546716119848	0.53423551	"RNA 5'-end processing"
"GO:0034470"	"ncRNA processing"	2.675338577038208	NaN	0.8547712058084903	0.58894179	"RNA 5'-end processing"
"GO:0034660"	"ncRNA metabolic process"	3.7632919362289554	NaN	0.8553425795402464	0.3429036	"RNA 5'-end processing"
"GO:0006950"	"response to stress"	4.85393118141787	NaN	0.9711868242372257	-0	null
"GO:0006974"	"cellular response to DNA damage stimulus"	2.553180625866618	NaN	0.9564605136987877	0.65046436	"response to stress"
"GO:0034976"	"response to endoplasmic reticulum stress"	0.12389646401446282	NaN	0.967218098552793	0.3383444	"response to stress"
"GO:0051716"	"cellular response to stimulus"	11.92665018193055	NaN	0.9590968821794008	0.63828901	"response to stress"
"GO:0006996"	"organelle organization"	3.5258104170692315	NaN	0.956081942096273	-0	null
"GO:0044085"	"cellular component biogenesis"	4.795792386729822	NaN	0.9552563986095935	0.67668373	"organelle organization"
"GO:0070925"	"organelle assembly"	0.6294646414244132	NaN	0.96139322543373	0.56651126	"organelle organization"
"GO:0008152"	"metabolic process"	65.58850504615819	NaN	1	-0	null
"GO:0009056"	"catabolic process"	6.089661456369162	NaN	0.9632875269826275	0.04835157	null
"GO:0009058"	"biosynthetic process"	28.21250331123538	NaN	0.9447871520534703	0.07142613	null
"GO:0006139"	"nucleobase-containing compound metabolic process"	24.03953065737758	NaN	0.8353472314150009	0.62483952	"biosynthetic process"
"GO:0006725"	"cellular aromatic compound metabolic process"	26.79292613417935	NaN	0.9117698457042773	0.23504502	"biosynthetic process"
"GO:0006793"	"phosphorus metabolic process"	13.445758050270145	NaN	0.9268805540763227	0.1534065	"biosynthetic process"
"GO:0006796"	"phosphate-containing compound metabolic process"	13.135671182135214	NaN	0.9272997279314221	0.13854474	"biosynthetic process"
"GO:0006807"	"nitrogen compound metabolic process"	49.550089164434496	NaN	0.9318715709948467	0.14752788	"biosynthetic process"
"GO:0016070"	"RNA metabolic process"	13.496068550990763	NaN	0.8291083952123453	0.5909548	"biosynthetic process"
"GO:0018130"	"heterocycle biosynthetic process"	13.69822468586519	NaN	0.8532426329776943	0.55113538	"biosynthetic process"
"GO:0019438"	"aromatic compound biosynthetic process"	13.374206446172934	NaN	0.8540619657126721	0.54716201	"biosynthetic process"
"GO:0034641"	"cellular nitrogen compound metabolic process"	30.54528505178458	NaN	0.8956000506888465	0.29997373	"biosynthetic process"
"GO:0034654"	"nucleobase-containing compound biosynthetic process"	11.336157480410234	NaN	0.8332763296872795	0.52120986	"biosynthetic process"
"GO:0043170"	"macromolecule metabolic process"	38.67120377521221	NaN	0.9231624868663669	0.19180088	"biosynthetic process"
"GO:0043436"	"oxoacid metabolic process"	8.720556598016906	NaN	0.9285807641660093	0.11511881	"biosynthetic process"
"GO:0044237"	"cellular metabolic process"	52.27297257740313	NaN	0.9259479890403743	0.23063781	"biosynthetic process"
"GO:0044238"	"primary metabolic process"	54.341480421137625	NaN	0.9291699961689275	0.22123429	"biosynthetic process"
"GO:0044249"	"cellular biosynthetic process"	26.205471674988644	NaN	0.8652156709070395	0.68616296	"biosynthetic process"
"GO:0044271"	"cellular nitrogen compound biosynthetic process"	18.828945062096654	NaN	0.8410582503461299	0.61000433	"biosynthetic process"
"GO:0046483"	"heterocycle metabolic process"	26.784054067682934	NaN	0.9117786404282978	0.18628936	"biosynthetic process"
"GO:0071704"	"organic substance metabolic process"	59.155721653523166	NaN	0.9265244705884108	0.25577572	"biosynthetic process"
"GO:0090304"	"nucleic acid metabolic process"	18.979959667166867	NaN	0.8263490798065074	0.56410817	"biosynthetic process"
"GO:1901360"	"organic cyclic compound metabolic process"	27.64011374727202	NaN	0.9314192534118515	0.11377484	"biosynthetic process"
"GO:1901362"	"organic cyclic compound biosynthetic process"	14.300544593303174	NaN	0.8622856258796405	0.55842492	"biosynthetic process"
"GO:1901564"	"organonitrogen compound metabolic process"	30.85322786488385	NaN	0.9082253391297519	0.2017223	"biosynthetic process"
"GO:1901576"	"organic substance biosynthetic process"	27.020538351942346	NaN	0.8774863219799398	0.16529832	"biosynthetic process"
"GO:0009987"	"cellular process"	80.90928742480475	NaN	1	-0	null
"GO:0016570"	"histone modification"	0.5007315881434488	NaN	0.9381438013944445	-0	null
"GO:0010467"	"gene expression"	16.693722203531454	NaN	0.9066961755509105	0.29376382	"histone modification"
"GO:0019538"	"protein metabolic process"	19.1169597977714	NaN	0.8904104014560792	0.33829603	"histone modification"
"GO:0036211"	"protein modification process"	8.944329461413709	NaN	0.9037431624781024	0.50056465	"histone modification"
"GO:0043412"	"macromolecule modification"	11.34052536927359	NaN	0.9147531711525599	0.15592651	"histone modification"
"GO:0044260"	"cellular macromolecule metabolic process"	15.643185097800322	NaN	0.8899669407169069	0.31968505	"histone modification"
"GO:0032501"	"multicellular organismal process"	2.3849736911150656	NaN	1	-0	null
"GO:0032502"	"developmental process"	2.3294642724475	NaN	1	0	null
"GO:0033036"	"macromolecule localization"	3.699222918000399	NaN	0.9719783103313606	-0	null
"GO:0033365"	"protein localization to organelle"	0.634723393465379	NaN	0.9524503144061696	0.3256193	"macromolecule localization"
"GO:0051641"	"cellular localization"	3.742193769854739	NaN	0.9646998340147989	0.41338567	"macromolecule localization"
"GO:0044248"	"cellular catabolic process"	4.056548803362995	NaN	0.921625307619151	0.03414315	null
"GO:0050810"	"regulation of steroid biosynthetic process"	0.009377332179244463	NaN	0.8096546335825655	-0	null
"GO:0006355"	"regulation of DNA-templated transcription"	9.928869561442351	NaN	0.6197923223012202	0.59882425	"regulation of steroid biosynthetic process"
"GO:0009966"	"regulation of signal transduction"	0.9172500130720875	NaN	0.7721976485497763	0.2658838	"regulation of steroid biosynthetic process"
"GO:0010628"	"positive regulation of gene expression"	0.22275900791482073	NaN	0.7158739797777016	0.63047046	"regulation of steroid biosynthetic process"
"GO:0010646"	"regulation of cell communication"	0.9864082534085572	NaN	0.7869297382572701	0.27220079	"regulation of steroid biosynthetic process"
"GO:0019222"	"regulation of metabolic process"	12.985497578497595	NaN	0.706761078872351	0.4063976	"regulation of steroid biosynthetic process"
"GO:0023051"	"regulation of signaling"	0.9919794723849535	NaN	0.7927634204659165	0.24170876	"regulation of steroid biosynthetic process"
"GO:0048518"	"positive regulation of biological process"	1.9716996037287677	NaN	0.7752572414306792	0.28518046	"regulation of steroid biosynthetic process"
"GO:0048519"	"negative regulation of biological process"	2.3667974229987565	NaN	0.7700801822751545	0.30652234	"regulation of steroid biosynthetic process"
