Orthogroups,Gene,Model,AIC-c,Lnl,Estimated parameters,Proportion reference 0,Omega Reference 0,Omega Test 0,Proportion reference 1,Omega Reference 1,Omega Test 1,Proportion reference 2,Omega Reference 2,Omega Test 2
OG0005294,CALU,General descriptive,7427.438185349953,-3655.905408205373,57,2.280150789671128,0,0.1006747818460338,93.75766068838868,0.05958193209931113,0.100970062955696,3.9621885219401936,9.999788986416906,80.35622795082006
OG0005295,IRF5,General descriptive,10915.57295822201,-5400.274317995589,57,92.48092313654102,0.03703438144507556,0.1673864780276843,6.724789804887813,1,0.2253205141559665,0.7942870585711603,56.12544067552093,9999999171.59636
OG0005298,SEMA6A,General descriptive,11903.78564079628,-5892.626474750708,59,10.799851964998231,0.02425551597567146,0.1499790266562598,87.42642468463566,0.03814986559360787,0.2045385578459066,1.7737233503661058,1,1.002330882617735
OG0005299,TMPRSS15,General descriptive,17485.81907101504,-8685.664192279322,57,49.96759515092629,0,0.4644318421735074,49.43731076192106,1,0.6934883107712638,0.5950940871526531,231.6502124678566,11.05780888466243
OG0005300,CHODL,General descriptive,5238.035552658233,-2559.099011730103,59,2.1625109409860293,1.469850428040031e-11,2.110473304034737e-12,96.35941692548415,0.1647596565349065,0.08678894246579771,1.478072133529817,342.3386152244286,255.2341683361172
OG0005301,CUNH21ORF91 C6H21ORF91,General descriptive,4378.882331625483,-2129.53160774491,59,0,0.1986406004426809,0,100,0.2229082289315289,0.1568596099488403,0,12.31852293717331,133.6222441972329
OG0005302,CXADR,General descriptive,6245.530588772818,-3060.948624120808,61,58.64729777247453,0.1351536112939664,0,37.49984532388249,0.4467219839764594,0.1793704074111593,3.8528569036429925,14.85690487822271,157.2905314203347
OG0005303,NETO1,General descriptive,6449.078509373606,-3169.091124321606,55,99.14790446145322,0.08624795302367756,0.1460622931261593,0.2144229828297253,0.08897274458793493,0.3956743305659532,0.6376725557170456,54.32846502908916,1.002331175434892
OG0005304,CBLN2,General descriptive,3622.36164935461,-1753.105702726085,57,98.46994140679068,0.0584549709104285,0,0.8778858712707566,1,0,0.6521727219385592,9999999171.59636,34.87784098600567
OG0005305,,General descriptive,3585.721622536038,-1736.969091522796,55,95.17889944691002,0.1826009745988898,0.1124542882888555,4.6458854602021304,0.2314294408646738,0.230765486304622,0.1752150928878443,94.46696789532872,16.02974636548564
OG0005306,CCDC130,General descriptive,5302.656988990495,-2593.625090239928,57,69.2845709113765,0,0.008722645775885982,30.425427675308654,0.5028416507935334,0.392977628059267,0.2900014133148395,82.29889859328466,13.65148850163184
OG0005307,CUNH19ORF53 C2H19ORF53,General descriptive,1588.708748933724,-736.7983578693515,55,52.03180308205876,3.919147772106131e-4,0.07485099328553595,37.61792870540187,0.2649038444612367,0.3662843483055037,10.35026821253939,1.231998952917626,1.067130641255104
OG0005308,ZSWIM4,General descriptive,13617.68244024158,-6749.596423771988,59,96.56544490982944,0,0.0450740064380575,1.297977741842505,0,0.1938613571012738,2.136577348328061,1.74001213453288,12008.55077593338
OG0005310,CC2D1A,General descriptive,16049.46787932363,-7961.425659212241,63,66.76351678448079,0.03495030566083863,0.1353448527548616,32.88743974581342,0.9885647430886776,0.3080499894091061,0.349043469705803,19.500531712645792,1702.673657245108
OG0005311,PODNL1,General descriptive,10098.69512613287,-4991.951777121264,57,0.8103378764358685,0,0.3483209955788998,98.32144586502984,0.1852655315990454,0.4009274058824441,0.8682162585342873,91.34759897460427,560.266193242925
OG0005312,STAT6,General descriptive,12051.86955761219,-5966.592848930697,59,94.15805015620495,0.2523132804494208,0.2020052310264304,5.437137071423252,0.531278139385851,0.2225107737228444,0.4048127723717948,7.816930173689576,3999.498337493366
OG0005313,NAB2,General descriptive,9904.397645958763,-4892.750494711904,59,87.69070341581171,0.01936499835497587,0.02500003531298219,11.63858887003782,1,0.04181186028614312,0.6707077141504748,193.3159262645152,234.7117940894637
OG0005315,WDR25,General descriptive,8254.228370352854,-4069.631204898852,57,66.02411120005564,0.05074743478868846,0.09417752070922389,33.5788472094639,1,0.4323469977234061,0.39704159048045407,102.5711511287974,683.3856440311689
OG0005316,WARS1 WARS,General descriptive,6017.333461581728,-2951.123962772476,57,84.49822410305481,0,0,15.077581106158542,1,0,0.4241947907866547,636.769248898664,12.29058824965584
OG0005317,SLC25A47,General descriptive,4155.259912120632,-2021.797748548832,55,79.01279159555168,0,0.319020589281573,16.33046706065613,0.9750443105836836,0.6169778432203472,4.656741343792189,4.353153037654488,1
OG0005318,SLC25A29,General descriptive,3947.912527642111,-1918.170950205553,55,99.97434413523865,0.05977171847109872,0,5.805448141336702e-6,0.06437468703585508,0.007665262177076677,0.02565005931321228,19.83140253551035,1.240365469569061
OG0005319,YY1,General descriptive,4663.637649253312,-2274.215539955123,57,96.51490072976456,0,0,3.119805310808764,3.618342059668107e-5,0,0.3652939594266732,6.242764943882301,4.184800687869213
OG0005320,EML1,General descriptive,10857.88495236201,-5371.64695459345,57,3.2788135591455116,0.08070299082837937,0.006511187893605734,96.2101824767096,0.08457060103560379,0.07241916464035257,0.5110039641448887,1741.651214846558,9999999171.59636
OG0005321,,General descriptive,6841.791561367195,-3363.318515099522,57,12.697561869990109,0,0.999368433118802,85.31510137888073,0.2707507351360672,1,1.9873367511291689,14.93649864703854,1.841848943430582
