Orthogroups,Gene,Model,AIC-c,Lnl,Estimated parameters,Proportion reference 0,Omega Reference 0,Omega Test 0,Proportion reference 1,Omega Reference 1,Omega Test 1,Proportion reference 2,Omega Reference 2,Omega Test 2
OG0005080,BANP,RELAX null,7263.384649550067,-3592.456068527873,39,8.813510702410788,0.006241096445792922,0.006241096445792922,90.63597382864897,0.02739724169496225,0.02739724169496225,0.5505154689402361,11.78628467402118,11.78628467402118
OG0005081,CA5A,RELAX null,9794.735503683452,-4859.015899989874,38,50.85214419176284,0.03425788357240792,0.03425788357240792,38.71755249363654,0.06943899780628267,0.06943899780628267,10.43030331460062,38.92728768965564,38.92728768965564
OG0005082,SLC7A5,RELAX null,7669.868822629271,-3796.713481082077,38,88.89895096983696,0,0,10.41654507133023,1,1,0.6845039588328039,16.30308035889349,16.30308035889349
OG0005083,KLHDC4,RELAX null,11421.63874265181,-5672.624165846454,38,93.46029238174506,0.1551953036954872,0.1551953036954872,5.2946286735149295,0.1590397880600248,0.1590397880600248,1.2450789447400121,522.3298636193673,522.3298636193673
OG0005084,JPH3,RELAX null,10910.56306968171,-5416.122156009635,39,97.94269600804911,0.04876585073867527,0.04876585073867527,1.6623983425588889,0.6171970867388771,0.6171970867388771,0.39490564939199796,417.3127692663465,417.3127692663465
OG0005088,PPP2R1A,RELAX null,7502.854253465162,-3712.230702658041,39,11.01681810903954,0.01073905158597306,0.01073905158597306,88.98318189096047,0.02364016599901292,0.02364016599901292,0,5.630047778689192,5.630047778689192
OG0005089,IGLON5,RELAX null,5366.931810182976,-2645.119400532217,38,20.0656589360797,0.07723088727946734,0.07723088727946734,78.57283400616717,0.1029144277417869,0.1029144277417869,1.3615070577531352,4873.030741031009,4873.030741031009
OG0005090,ETFB,RELAX null,3666.451965302167,-1794.777163753446,38,100,0.04983177378892788,0.04983177378892788,0,0.05392245540855976,0.05392245540855976,0,1.16725423813874,1.16725423813874
OG0005091,,RELAX null,3781.049005094409,-1849.794640508931,40,92.65281368829005,0.3298684925877325,0.3298684925877325,2.045180654650533,0.3376675566817772,0.3376675566817772,5.30200565705942,6.85649417150156,6.85649417150156
OG0005093,,RELAX null,10277.12296462749,-5099.348309315659,39,37.6174318247314,0.2777522884560812,0.2777522884560812,59.03009175430767,0.4457153251626445,0.4457153251626445,3.3524764209609397,8.783264009412047,8.783264009412047
OG0005094,,RELAX null,1431.983335900362,-676.5301294886425,38,42.64151436229144,0,0,42.07859951857553,0,0,15.27988611913303,2.773770934835197,2.773770934835197
OG0005095,USF2,RELAX null,5312.843683702766,-2618.064475080223,38,95.25906132908784,0.01133556051426388,0.01133556051426388,1.791650843029688,1,1,2.949287827882466,82.04104523688017,82.04104523688017
OG0005096,PRL,RELAX null,3066.682637950075,-1494.845666801125,38,99.81789457433283,0.1778966321789424,0.1778966321789424,0.167988936638201,0.1834774635326653,0.1834774635326653,0.014116489028966311,2857.173513535764,2857.173513535764
OG0005097,SOX4,RELAX null,6949.987513861296,-3435.719736203439,39,91.13098350790213,0,0,7.485691709714066,0.6861577880239924,0.6861577880239924,1.383324782383804,375.8947724991262,375.8947724991262
OG0005098,E2F3,RELAX null,5664.500245618154,-2794.003902506701,38,60.25211134769074,0,0,37.40724583407248,0,0,2.340642818236777,12.80823574624892,12.80823574624892
OG0005099,MBOAT1,RELAX null,7356.187968730809,-3638.850538672521,39,12.083624753891629,0.2237042151549911,0.2237042151549911,87.60242962018052,0.2259322877463741,0.2259322877463741,0.3139456259278447,11.55667144118221,11.55667144118221
OG0005100,ID4,RELAX null,2401.7398856088,-1161.12885016782,39,100,0.1097350598983458,0.1097350598983458,0,0.1470715168017472,0.1470715168017472,0,1.080323942102578,1.080323942102578
OG0005101,RNF144B,RELAX null,4924.368765956877,-2422.784280388031,39,96.42820469950985,0.2491300938608383,0.2491300938608383,3.00016458670869,0.2524752034945109,0.2524752034945109,0.571630713781465,247.9570905698906,247.9570905698906
OG0005102,KDM1B,RELAX null,11385.86196425041,-5652.776162904966,40,99.84012192389902,0.1144998205399411,0.1144998205399411,0.08526507905953153,0.115404882480427,0.115404882480427,0.07461299704145173,9998.990001009473,9998.990001009473
OG0005103,TPMT,RELAX null,4328.420158795566,-2125.744773275334,38,8.787834784965073,0.07662431968024053,0.07662431968024053,86.92171857603215,0.1599540999097426,0.1599540999097426,4.290446639002781,14.13072217747307,14.13072217747307
OG0005104,NHLRC1,RELAX null,7594.048598243714,-3756.745719199995,40,85.19883064304531,0.07052160079121042,0.07052160079121042,14.66637457677081,1,1,0.1347947801838802,1.144795734068466,1.144795734068466
OG0005105,KIF13A,RELAX null,26493.32122577837,-13207.59960389427,39,11.131089689519131,0,0,88.29302771176063,0.1540861845917827,0.1540861845917827,0.5758825987202353,129.807765833174,129.807765833174
OG0005106,NOL7,RELAX null,4091.535387833867,-2007.242348294814,38,49.622167605381065,0,0,49.53364726821491,1,1,0.8441851264040225,46.99683672824592,46.99683672824592
OG0005107,MCUR1,RELAX null,6012.841245782299,-2967.05356406762,39,73.57493145661927,0,0,23.603048565209832,1,1,2.8220199781709048,29.07564228978105,29.07564228978105
OG0005108,RNF182,RELAX null,3100.311618725406,-1511.686673560234,38,100,0.04962497552368814,0.04962497552368814,0,0.05107051203931805,0.05107051203931805,0,1.503699489056999,1.503699489056999
OG0005109,GIPC2,RELAX null,4597.490894508455,-2260.399992708773,38,85.48056247701933,0.07608418289609828,0.07608418289609828,12.77774113551447,1,1,1.741696387466187,1.301203958818769,1.301203958818769
OG0005110,DNAJB4,RELAX null,4388.9852654876,-2157.190591927474,37,41.565600565140734,0,0,50.385259457327436,0,0,8.04913997753184,3.196305636456073,3.196305636456073
OG0005111,FUBP1,RELAX null,7525.425894409504,-3723.539014770813,39,99.7116278465207,0.006421862980735584,0.006421862980735584,0.08955175179107631,0.05509327535767698,0.05509327535767698,0.198820401688223,9998.990001009473,9998.990001009473
OG0005112,NEXN,RELAX null,8163.310568472752,-4043.486395347487,38,78.54065253165344,0.1594251590649559,0.1594251590649559,21.16315661409077,0.2079508849349943,0.2079508849349943,0.2961908542557973,51.43489030261211,51.43489030261211
OG0005113,MIGA1,RELAX null,8116.442988236497,-4019.017385783824,39,99.49464593145258,0.1814116256620263,0.1814116256620263,0.07230206016637947,0.1834812341437195,0.1834812341437195,0.433052008381035,625.8259516236773,625.8259516236773
OG0005114,USP33,RELAX null,10232.88581727612,-5078.310350498527,38,98.04349794124434,0.1605486697060472,0.1605486697060472,1.835516762942125,0.2928306120273814,0.2928306120273814,0.12098529581353559,10.84850535208736,10.84850535208736
OG0005115,ZZZ3,RELAX null,11637.3288853852,-5780.537352391596,38,62.53684569077179,0.0929674126808455,0.0929674126808455,33.511956859900685,0.1488209621724608,0.1488209621724608,3.951197449327531,9.28902724949277,9.28902724949277
OG0005116,AK5,RELAX null,7400.359148066008,-3660.963716830845,39,83.5749765892742,0.1022028823717836,0.1022028823717836,15.56872608771549,0.1583734401739037,0.1583734401739037,0.8562973230103126,7.2285718200005,7.2285718200005
OG0005117,PIGK,RELAX null,6305.313835756702,-3112.326539151518,40,87.7889715000377,0,0,11.145682169590609,1,1,1.065346330371687,432.9711484872076,432.9711484872076
OG0005118,ST6GALNAC5,RELAX null,4721.171419896667,-2322.254314599496,38,99.30615755365889,0.170793555730332,0.170793555730332,0.6509398480665683,0.1777584371986523,0.1777584371986523,0.04290259827454032,413.1193273373671,413.1193273373671
