Orthogroups,Gene,Model,AIC-c,Lnl,Estimated parameters,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0005080,BANP,General descriptive,7238.158931141735,-3559.541716824095,59,65.44481084219265,3.149451020555634e-17,31.38003235646757,3.149451020555634e-17,3.1751568013397726,31.49450759653964
OG0005081,CA5A,General descriptive,9455.237222042475,-4669.830154069175,57,45.05166096741598,5.179859821202155e-18,35.64279569051945,5.179859821202155e-18,19.30554334206458,5.179859392100682
OG0005082,SLC7A5,General descriptive,7690.11066348043,-3787.561087458559,57,92.0782547802742,2.34702221751782e-4,7.446313997880806,1.050449412699709,0.47543122184500014,193.8375281824073
OG0005083,KLHDC4,General descriptive,11394.96675506,-5640.046826625473,57,94.55652070641749,0.6414776700147269,3.9949793191365406,0.6448448732293222,1.448499974445968,25.3834740273357
OG0005084,JPH3,General descriptive,10805.84166187855,-5343.558423076866,59,90.83847269440287,4.904738079683976e-17,7.1226822814714,4.904738079683976e-17,2.038845024125739,49.04737673373688
OG0005088,PPP2R1A,General descriptive,7531.003155195305,-3706.054720743323,59,99.50854926650689,8.746121241838629e-14,0.49030691207191457,8.746121241838629e-14,0.001143821421189347,87426.23467919593
OG0005089,IGLON5,General descriptive,5382.310163642002,-2633.37866096614,57,2.842036761049771,1.40560020033576e-8,95.59042662710303,0.3248374520535693,1.5675366118471978,43.98535180147457
OG0005090,ETFB,General descriptive,3689.272303396499,-1786.62914591086,57,0.385267593999884,1.269946547169524e-7,99.61365851568425,1.482610725464233e-7,0.00107389031587133,93119.36582751243
OG0005091,,General descriptive,3804.875975861561,-1839.738976250637,61,77.29465437021817,5.35118942574165e-12,7.30057868829961,5.35118942574165e-12,15.40476694148222,6.491497104721891
OG0005093,,General descriptive,10285.94168744497,-5083.48577932128,59,59.092960917088575,1.249133742121348e-8,38.17541079773203,1.249133742121348,2.731628285179393,19.1511435867357
OG0005094,,General descriptive,1452.46004826606,-665.9074110677035,57,56.44052593450656,8.38528015344856e-18,31.633813091255057,8.38528015344856e-18,11.925660974238381,8.385279458808899
OG0005095,USF2,General descriptive,5268.354769058948,-2576.376512436451,57,94.66838605998741,2.02492072969038e-17,0.3931486056521917,2.02492072969038e-17,4.9384653343604,20.2492056194521
OG0005096,PRL,General descriptive,3095.37603533834,-1489.575261021577,57,0.8481871362293102,0.174052977921542,99.12967973995438,0.1859455436923942,0.02213312381629924,3678.633390549547
OG0005097,SOX4,General descriptive,6904.95174860594,-3392.851865841838,59,94.10530668124737,1.088994066261109e-7,3.984747780955659,1.115576175839534,1.9099455377969718,50.0300653447124
OG0005098,E2F3,General descriptive,5644.961216358778,-2764.929608179389,57,53.36954007725837,2.868992969937558e-17,43.1449160635591,2.868992969937558e-17,3.485543859182533,28.68992732269135
OG0005099,MBOAT1,General descriptive,7376.978409253078,-3628.935040568931,59,44.43859269148792,8.030337799487798e-9,54.9936095831131,8.239862990234059e-4,0.5677977253989752,176.0392498791316
OG0005100,ID4,General descriptive,2421.756068286331,-1150.180192416547,59,0.3612093808580311,2.012059106086186e-6,99.63564889278187,2.846224594517934e-6,0.0031417263600993666,31829.54345031761
OG0005101,RNF144B,General descriptive,4908.956564890206,-2394.565676103262,59,15.19783266201063,8.00734992448478e-10,80.8360100122211,0.001203574889735023,3.966157325768279,25.18879096069178
OG0005102,KDM1B,General descriptive,11407.3859942882,-5642.335259724498,61,0.1002575658034942,1.484507214466297e-6,99.7803866395289,0.04339378350430316,0.1193557946675995,801.5543076211138
OG0005103,TPMT,General descriptive,4274.300352675869,-2079.10595650218,57,63.406702989342044,4.056127922742126e-14,25.34860436787001,4.056127922742126e-14,11.24469264278795,8.893084335580644
OG0005104,NHLRC1,General descriptive,7620.407889584751,-3748.559212436426,61,99.29560001224456,6.758783709109901e-4,0.6874200982639165,0.9138804245369164,0.0169798894915276,5848.369539150311
OG0005105,KIF13A,General descriptive,26283.02352271156,-13082.37320949668,59,27.114191155243937,9.629695575105762e-6,69.87449604347388,2.188944227583623e-5,3.011312801282176,33.20751312924644
OG0005106,NOL7,General descriptive,4107.017498140194,-1995.328877549755,57,63.305859573397186,3.170381605822073e-8,34.063184501399476,1.359038174002134,2.6309559252033368,20.41342821937701
OG0005107,MCUR1,General descriptive,5936.791582547516,-2908.558911841134,59,69.5316899676678,4.026210099462565e-8,25.880503806167233,0.9532942332991535,4.5878062261649655,16.41923360616309
OG0005108,RNF182,General descriptive,3124.632377477086,-1504.263322496505,57,99.23132541313942,3.044551901925168e-5,0.7669116968736539,3.045769722685938e-5,0.001762889986930982,56723.31015193718
OG0005109,GIPC2,General descriptive,4617.23469845002,-2250.843291627258,57,98.83076318842842,3.283815035645325e-5,1.1535298545470312,0.01107907730733064,0.0157069570245526,6365.585286686153
OG0005110,DNAJB4,General descriptive,4399.261484235749,-2143.966519560186,55,41.722558972621634,1.194095702758477e-17,49.902902198285574,1.194095702758477e-17,8.374538829092794,11.94095603839154
OG0005111,FUBP1,General descriptive,7556.305541185601,-3718.757195668228,59,99.7116278465207,0.0462689727030767,0.10024796872347211,0.8457957250186702,0.18812418475582718,506.5890716459297
OG0005112,NEXN,General descriptive,8161.315327417068,-4023.28009404202,57,94.45640431344107,1.759004685400149e-7,4.532728807123691,1.167560847164989,1.010866879435244,93.68963275557266
OG0005113,MIGA1,General descriptive,8082.611188875599,-3981.841210337052,59,98.3242374594778,1.305097341317551e-9,0.49116249512967575,1.305097341317551e-9,1.184600045392521,84.41667739249579
OG0005114,USP33,General descriptive,10250.08903614605,-5067.748308056,57,1.0251477123525632,8.582941678694728e-6,98.96636743029829,8.586374855366207e-6,0.008484857349140472,11785.60078550032
OG0005115,ZZZ3,General descriptive,11613.67718657334,-5749.554621460522,57,79.13110560860473,1.008401228688072e-8,18.08797695230925,1.006811904369494,2.780917439086029,29.41072882313814
OG0005116,AK5,General descriptive,7419.064257643761,-3650.040939700194,59,84.35426519890228,3.324547590279783e-9,14.706350296756579,3.324547590279783e-9,0.9393845043411363,106.4526817384603
OG0005117,PIGK,General descriptive,6282.503465224475,-3079.486610216931,61,88.08994857105336,2.945333009222893e-8,10.69051284297589,0.9212889506940732,1.219538585970756,73.92217604513966
OG0005118,ST6GALNAC5,General descriptive,4739.306794277155,-2311.910976298694,57,99.07010517068258,0.0609801646972648,0.8564437711710858,0.2334880780653475,0.07345105814632669,1276.47880951193
OG0005119,NXPH1,General descriptive,3014.317008613108,-1451.270128188873,55,64.39982172631376,1.972392910778849e-17,30.53019410686273,1.972392910778849e-17,5.069984166823516,19.72392747385102
OG0005120,ICA1,General descriptive,6456.789063110681,-3170.902200952213,57,87.40647513034364,1.347197333239102e-13,2.360081133509546,1.347197333239102e-13,10.233443736146821,9.771881546264376
OG0005125,ACHE,General descriptive,13054.79552232321,-6467.980357553539,59,82.05846357227998,6.044813939443625e-8,16.54941023687079,0.9449643625134408,1.392126190849226,60.59895482161594
OG0005128,CLSPN,General descriptive,24068.28994993613,-11974.94317357712,59,71.93955415887942,2.217711084207781e-7,27.45169371967521,0.9905870034166294,0.6087521214453772,119.5999002886991
OG0005129,CUNH1ORF216 C12H1ORF216,General descriptive,5903.036188620072,-2893.696523733495,57,10.57507426221439,2.694299963704111e-8,87.0593967181765,0.9571911219764074,2.365529019609114,7.046000261949633
OG0005130,PSMB2,General descriptive,2705.853495924187,-1294.632814498297,57,98.71023035545923,3.479142906520227e-6,1.286834889552484,3.479142906520227e-6,0.0029347549882887437,34074.27621555202
OG0005131,TFAP2E,General descriptive,7347.767497402518,-3616.329143769201,57,83.59537179041182,1.072008707435976e-17,7.076344997857886,1.072008707435976e-17,9.328283211730293,10.72008618630385
OG0005132,NCDN,General descriptive,10769.45169968241,-5323.327995854248,61,79.9272557492532,5.572400711963377e-17,18.278185433945502,5.572400711963377e-17,1.794558816801298,55.72400250343673
OG0005133,KIAA0319L,General descriptive,17197.41944936177,-8537.447922105775,61,2.825742094960036,2.991251500055461e-10,85.20325377870869,1.527152578059437e-7,11.97100412633128,8.353517042681418
OG0005134,CAP1,General descriptive,8786.554463412598,-4333.701996087189,59,83.260483384909,9.814551310289873e-9,7.982123982012405,0.9814551310289873,8.757392633078593,10.52435428052515
OG0005135,PPT1,General descriptive,5536.137867142495,-2708.191610151173,59,17.36902295464006,0.00236011049709629,80.3226825612316,0.01580220897759929,2.308294484128343,42.75439379581312
OG0005136,ELOA,General descriptive,14614.67212741319,-7250.002124312658,57,5.3144223846867495,5.787809234681366e-6,92.28624445290853,0.0134917505625437,2.399333162404722,41.15929700719338
OG0005137,PITHD1,General descriptive,3207.984424761743,-1548.01999015865,55,67.82709250879456,1.566853694826409e-17,25.79069014607443,1.566853694826409e-17,6.382217345131007,15.66853565027678
OG0005138,GALE,General descriptive,5146.498259991852,-2515.517390288091,57,30.711051744767808,2.117700290232952e-17,64.56684434160252,2.117700290232952e-17,4.72210391362967,21.17700114801889
OG0005139,HMGCL,General descriptive,5089.577805313734,-2489.043139945003,55,76.10801067515754,3.905125224826633e-8,23.59664228043301,0.8772621141336117,0.2953470444094496,268.4961919732773
OG0005140,FUCA1,General descriptive,8583.497781080652,-4230.116766187994,61,89.35727037237999,5.24870851898941e-10,5.076534251911455,5.24870851898941e-10,5.566195375708563,17.96559286920551
OG0005141,SRSF10,General descriptive,2862.093396305791,-1375.123713436084,55,0.09064723763445341,1.025462106300171e-7,99.90633781000136,0.06427539353680953,0.003014952364180002,31038.12913362444
OG0005142,,General descriptive,1956.625511981283,-921.3658533357741,55,98.93102346179738,0.1026584281682379,1.068976538202615,84.04664969111576,,
OG0005143,IL22RA1,General descriptive,12227.81221122547,-6050.381378907891,63,44.605713805714295,3.802831065738268e-8,54.245444712039905,1.125982497585329,1.148841482245801,33.87810902174861
OG0005144,GRHL3,General descriptive,7721.900991038198,-3801.479688230896,59,1.7632439865512,2.718056510326998e-7,97.84611864323969,0.007895649003622666,0.3906373702091123,254.014204679007
OG0005145,NIPAL3,General descriptive,6328.487563393135,-3106.599211604932,57,95.0303435287018,1.390579234686211e-8,4.478916380347134,1.390579234686211e-8,0.49074009095105514,203.7738519028366
OG0005146,RCAN3,General descriptive,5250.595085389161,-2569.591768175791,55,83.8707222677247,9.003813352159193e-9,11.28006469359819,0.8964220444936202,4.849213038677114,18.53667798738535
OG0005147,NCMAP,General descriptive,3262.082832655625,-1572.218924596831,57,42.27513508224865,1.703732662044267e-8,51.85656227523477,0.4920579002736937,5.868302642516577,12.69252331867447
OG0005148,SRRM1,General descriptive,11840.27194244019,-5856.792529993517,63,89.777803379296,4.015575691689411e-9,9.52736440158244,4.015575691689411e-9,0.6948322191215537,143.9196353439946
OG0005149,RUNX3,General descriptive,6090.072947050822,-2987.42447796821,57,79.66848173960099,3.325770545748558e-17,17.32469602451534,3.325770545748558e-17,3.006822235883663,33.25770270240515
OG0005150,CALU,General descriptive,7365.929437553395,-3625.151034307094,57,83.27199047129787,1.170559822499562e-17,8.185087897366664,1.170559822499562e-17,8.542921631335464,11.7055972552996
OG0005151,IRF5,General descriptive,10914.83610244953,-5399.905890109349,57,91.42851813163644,0.5868878506079661,6.694903803356578,0.59094348566395,1.8765780650069852,22.58653903617609
OG0005154,MSL3,General descriptive,8061.306277037484,-3975.308619503082,55,63.36785631097557,2.548722428974694e-17,32.70860901348641,2.548722428974694e-17,3.923534675538023,25.487222178376
OG0005155,FRMPD4,General descriptive,24612.62835206544,-12245.14824061679,61,1.813505506190928,1.616391151522278e-8,97.78980823495309,0.4112450537298625,0.3966862588559815,150.7095940285025
OG0005156,NUF2,General descriptive,6932.287625102422,-3410.651956914034,55,0.08962411579562288,1.071615153724035e-7,98.57283901519433,0.1372976590281781,1.3375368690100409,64.64582917541914
OG0005159,LACC1,General descriptive,11519.21309180882,-5699.99100078182,59,66.11969614784488,0.09748095198697829,31.9968072898639,0.993208746026164,1.883496562291223,32.79808493733806
OG0005160,AKAP11,General descriptive,40148.78344531979,-20011.23052648191,63,91.58812932156005,0.02459255541733681,7.6814290112171,1.125366589439458,0.7304416672228584,121.9853607537002
OG0005161,ANO1,General descriptive,12168.79660655413,-6029.171080849916,55,2.183475455014634,1.136077970634773e-6,97.56034106374717,0.1870319937597104,0.2561834812381972,319.1192969321793
OG0005162,FADD,General descriptive,3749.864797415621,-1816.651499831406,57,71.09260918702093,2.342764973353931e-10,21.14607528069828,2.342764973353931e-10,7.761315532280798,12.88441367477865
OG0005163,PPFIA1,General descriptive,13690.47627250865,-6788.031807851403,57,99.14632151415584,3.503741951089855e-5,0.850125233373877,3.503741951089855e-5,0.003553252470278928,28142.24354136481
OG0005164,CTTN,General descriptive,7027.878754808693,-3458.505207683455,55,78.5651698021839,0.1516227426215303,21.37781085370555,0.417587205682992,0.05701934411055272,1388.311886376079
OG0005165,,General descriptive,69798.13212645445,-34836.00130046582,63,58.165119731549844,8.362545673568358e-4,41.040398088424766,0.9814298954354385,0.7944821800253901,75.10940716946615
OG0005166,FBXO3,General descriptive,7415.787761016914,-3648.293269717823,59,89.67692533115678,2.823094938492966e-17,6.780862647542242,2.823094938492966e-17,3.5422120213009722,28.23094704626753
OG0005167,LMO2,General descriptive,2295.270534084676,-1093.249310625873,53,91.40063561553833,3.528736509171899e-17,5.765488632500104,3.528736509171899e-17,2.833875751961556,35.28736216850081
OG0005168,CAPRIN1,General descriptive,8718.424165451244,-4299.82161283813,59,1.556323011277987,8.099533828621691e-10,97.19023872051731,1.220684246681945e-5,1.253438268204705,79.77960793875715
OG0005169,NAT10,General descriptive,13795.71457536138,-6840.606624249043,57,97.34409692535881,5.69720208552752e-17,0.9006553796706152,5.69720208552752e-17,1.755247694970571,56.97201613569224
OG0005170,ELF5,General descriptive,3301.71239818666,-1590.781517854714,59,4.378769019633191,0.02232333426588507,95.6171258844109,0.03128548320815345,0.004105095955905703,23607.44409635893
OG0005171,EHF,General descriptive,4860.377207252856,-2370.467038196342,59,82.54397150789225,1.063647079632781e-8,16.188041557500448,1.063647079632781,1.267986934607292,65.28587458990837
OG0005172,APIP,General descriptive,3502.820856741702,-1697.518561745734,53,1.857954159087522,2.724238698124348e-6,98.1249976437229,0.007534545118737347,0.01704819718956722,5822.355678593987
OG0005173,PDHX,General descriptive,7615.60541658141,-3752.329517324351,55,97.22197378799392,4.001446931372699e-9,2.778026212006079,35.9967804402965,,
OG0005174,GOLGA5,General descriptive,10590.27666994286,-5235.763969489195,59,5.602452072296898,4.197807089456223e-10,91.60428589095679,4.197807089456223e-10,2.79326203674631,35.80043642295659
OG0005175,,General descriptive,6401.861189775584,-3143.246122838103,57,69.87313949987437,3.404030228717146e-8,27.82623461813402,0.9932231355421783,2.300625881991605,31.45332676215014
OG0005176,ADH1C,General descriptive,5656.353823582407,-2770.492439741514,57,93.06727389354901,1.64106673970695e-7,6.8751080314667,1.427032556919191,0.057618074984291286,1565.289742123254
OG0005177,CUNH4ORF17 C9H4ORF17,General descriptive,6562.695951887103,-3225.648452891087,55,64.5943885576949,1.28179447830008e-8,29.5345337201953,1.05256283275515,5.871077722109794,11.73771664372334
OG0005178,CUNH4ORF54 C9H4ORF54,General descriptive,25162.54041247224,-12526.12881806131,55,93.14891571551082,1.638009203543833e-4,6.851084284489173,14.59400263812852,,
OG0005180,DNAJB14,General descriptive,4927.855500075835,-2406.248760512348,57,98.14755215283574,3.679477264308749e-8,1.486718520773889,2.051322170750334,0.3657293263903733,265.0874587559638
OG0005181,DDIT4L,General descriptive,2585.630945448743,-1232.354473962506,59,63.672228413543166,1.13916589424467e-17,27.54941816231903,1.13916589424467e-17,8.77835342413781,11.39165799875753
OG0005182,EMCN,General descriptive,4454.198607597985,-2166.989585930654,59,80.83428245953101,5.95951475992787e-8,13.72323160763615,3.821062748548411,5.442485932832856,8.739143597982931
OG0005183,PPP3CA,General descriptive,5372.644068110577,-2628.819983941393,57,97.27487317781987,3.700923874946572e-16,2.454923998066427,3.700923874946572e-16,0.270202824113697,370.092356836069
OG0005184,ADIPOR1,General descriptive,6453.795398704237,-3169.213227302429,57,92.43130577841437,9.065863563088676e-9,6.465655259091231,9.065863563088676e-9,1.103038962494394,90.65862812069238
OG0005185,TMEM129,General descriptive,8128.216917743466,-4006.401141798563,57,78.07933595958596,0.004326459034087377,21.75382712366131,0.9023819867609824,0.16683691675272921,479.7015718689759
OG0005186,,General descriptive,11772.51912763605,-5826.784651019527,59,83.66551661114,6.532446574529755e-9,15.501881003213319,0.4805165066436639,0.8326023856466824,111.1588092262133
OG0005187,BPNT2 IMPAD1,General descriptive,6824.850262277355,-3352.641251599262,59,93.67909439532684,9.411265575776755e-7,6.301068076720659,0.7422509865024489,0.01983752795249581,4805.182282208633
OG0005188,ZNF282,General descriptive,8540.187730598524,-4210.588078758327,59,83.27466580914883,2.293255788711153e-6,16.3526803338113,0.8912861503286641,0.37265385703987725,229.2338853169885
OG0005189,,General descriptive,19253.60692865419,-9567.407889402524,59,45.355032938564946,4.422577892925719e-8,54.068992230502154,1.286661929572632,0.5759748309328937,52.83474639248317
OG0005191,KIF9,General descriptive,17003.08931370295,-8440.202084387705,61,91.17611071103538,3.817770985707862e-8,6.709231428864297,0.9498156047785077,2.114657860100329,44.27546676863228
OG0005192,,General descriptive,7162.168482892343,-3521.341012388855,59,80.3354523596178,3.997343739272587e-4,18.46487031608643,0.001450373505146598,1.199677324295783,83.30665602788685
