Orthogroup,Gene,Model,Log likelihood,Estimated parameters,Proportion background 0,Omega background 0,Proportion test 0,Omega test 0,Proportion background 1,Omega background 1,Proportion test 1,Omega test 1,Proportion background 2,Omega background 2,Proportion test 2,Omega test 2
OG0005292,LIN28B,Constrained,-1859.978292412411,42,6.4656781071837255,0,26.07353411247681,0,92.05065689949167,0.08458092150171392,55.103801126879844,0,1.483664993324608,860.0381689820639,18.82266476064334,1
OG0005293,BVES,Constrained,-2970.82594677526,44,96.02257767505341,0.1282744253711565,55.544728177999744,0,0.7502101069321926,1,17.829753339244387,0,3.227212218014396,28.90111503894622,26.62551848275586,1
OG0005294,PREP,Constrained,-4466.708494146555,43,71.19321632254669,0,34.23176720742021,0.2128987930543271,18.19326191640325,0,65.7682327925798,0.4050277396435362,10.613521761050059,1,0,1.002330589800706
OG0005297,CRYBG1,Constrained,-14290.01954974557,44,97.68356372239184,0.392171816571756,61.166002382128646,0,0.8898907556910555,1,0,0.5343680837417776,1.426545521917103,12.50549810298882,38.833997617871354,1
OG0005298,RTN4IP1,Constrained,-3282.118437954411,43,54.85195358288875,0,0,0.1358388706565827,14.529302486524532,0,100,0.3631857417176,30.618743930586724,1,0,1.001564570955978
OG0005299,QRSL1,Constrained,-3801.540937666184,43,19.81186137591443,0,0,4.192752469804129e-4,60.64352356119191,0,100,0.2999385112664553,19.544615062893662,1,0,1.064808907455435
OG0005301,PDSS2,Constrained,-2700.873938019452,41,0.8593270049397589,0,50.163783821103166,0.1052346017971341,98.93659942248185,0.3064785692808413,33.85334132117274,0.1155948945217558,0.2040735725783998,134.4487259988501,15.982874857724088,1
OG0005305,OSTM1,Constrained,-3040.178572244516,44,1.456538222998606,0,19.52648556711737,0,97.95108942622097,0.4395118192317679,53.693457137423806,0,0.5923723507804223,456.8913264372076,26.78005729545881,1
OG0005308,AFG1L,Constrained,-3019.684989329871,44,99.77041747424875,0.2177205893283506,3.7697109729921747,0.0545523617240119,0.057206869849244696,1,87.074994215592,0.2599788679761814,0.1723756559020038,272.2312258102099,9.15529481141583,1
OG0005309,FOXO3,Constrained,-3973.044920092335,44,0.2022605392374181,0.08028297894698437,17.573458799468362,0,99.64186365861194,0.08052607811817901,69.32629104424018,0,0.155875802150642,45.00881926588035,13.100250156291459,1
OG0005311,CEP57L1,Constrained,-3707.225996041596,42,96.27585092188365,0.2467842401681576,68.97964990532893,0,1.655106304548952,0.2769864872333854,6.626215482043235,0,2.069042773567405,8.381095808822387,24.39413461262784,1
OG0005312,PPIL6,Constrained,-2205.650650014389,41,16.65417361492168,0,26.381614642048888,0.1985404499020819,51.99262567926366,0,64.93835977899846,0.2985398777598368,31.35320070581465,1,8.680025578952645,1
OG0005313,ZBTB24,Constrained,-5090.520766531974,43,0.83510454666062806,0.03637216216027576,75.68650212583468,0.1043904741383746,98.01977849168848,0.09683738441227131,1.633808332028902,0.56852112216861594,1.1451169616508912,14.34630464942459,22.67968954213642,1
OG0005316,WASF1,Constrained,-3622.811472493069,43,96.83028033348388,0.06017871982873266,1.40911326292586,0.009531492933747306,2.717053279623948,0.0715314410720709,85.78700340713775,0.01677482214536074,0.45266638689216526,9999.99999999834,12.803883329936399,1
OG0005317,CDC40,Constrained,-3736.693039741166,42,65.76289780227003,0,0,0.01956846562939568,20.42634822044511,0,100,0.02239979114312153,13.81075397728486,1,0,1.059887683226943
OG0005318,DDO,Constrained,-2764.989791143965,42,68.431064654107,0,25.760924111089412,0.1318425178320248,1.0415884156575679,1,12.898230039480671,0.2797558735438476,30.527346930235428,1,61.34084584942994,1
OG0005319,SLC22A16,Constrained,-4089.528963023235,42,64.68524044536413,0,54.462333936433474,0.1791861303033891,11.28292706004705,0,35.28232418837523,0.2327282122829672,24.03183249458881,1,10.2553418751913,1
OG0005320,CDK19,Constrained,-3712.151451047368,42,95.08625800662607,0,5.320102442416986,0,3.1800382773109717,0.7360431425744121,70.32933399549044,0,1.73370371606296,57.37607157689421,24.35056356209258,1
OG0005322,SLC16A10,Constrained,-4218.750346153078,43,0.92634043243697894,0.3367684554935705,75.72199645989977,0,97.2104664684875,0.3480325961913517,2.583214937064933,1,1.8631930990755208,15.08671425233032,21.6947886030353,1
OG0005323,MFSD4B,Constrained,-5345.732540582654,43,15.11515812941151,0,0,0.1570194634971637,50.88083933171828,0,100,0.4018887223568507,34.00400253887021,1,0,1.063272101697655
OG0005324,REV3L,Constrained,-19638.73404658078,42,70.22648030321842,0.008842780944309635,47.56633518879711,0.308041585898544,1.988343698318264,0.3252307738694143,52.43366481120289,0.4153846687677506,27.78517599846332,1,0,1.03698997845942
OG0005325,TRAF3IP2,Constrained,-4579.208990037521,44,0.8499856343049738,0,65.24693555233776,0,98.96051893656544,0.3778096742462176,9.14976396814691,0,0.1894954291295926,72.45433921877888,25.60330047951533,1
OG0005327,LAMA4,Constrained,-12336.42054586497,44,99.8832235830571,0.2221825482740458,38.900895913626584,0,0.043272250932484,1,36.48402226866631,0,0.07350416601041465,2856.938566979254,24.6150818177071,1
OG0005328,B4GALT5,Constrained,-2420.369031442672,42,58.385330168139525,0,76.02539016738412,0.104783843589104,26.530791415400977,0,23.974609832615883,0.2059326437400762,15.08387841645949,1,0,1.011749893126191
OG0005329,PTGIS,Constrained,-4049.733368412119,43,19.03156842360057,0.21782397697557,63.72092122290276,0,79.50926353471277,0.308486925079769,3.395408602625604,1,1.459168041686661,9.924137601558359,32.88367017447164,1
OG0005330,KCNB1,Constrained,-5672.265813365121,43,85.29037643246195,0,82.85760162985383,0.1511168884009573,11.346290523977979,1,17.14239837014616,0.3116317467978096,3.36333304356006,1,0,1.061122357915797
OG0005332,STAU1,Constrained,-3631.824597403782,42,94.45752286604761,0,89.64543167744444,0.01123783828491922,0.8520851841680182,1,9.763445162938789,0.1381020341243357,4.690391949784365,1,0.5911231596167816,1
OG0005333,CSE1L,Constrained,-5363.425169582496,42,14.726282466189438,0,90.78682171111107,0.01855657127164499,80.0530812345183,0,9.213178288888923,0.1074650327855895,5.220636299292263,1,0,1.067948630785367
OG0005334,ARFGEF2,Constrained,-10649.63803906864,45,44.588912711212245,4.956376814864488e-4,0.1894025922864189,0,49.97908554391074,0.03413419635584763,83.53480792460724,0,5.432001744877002,1.221594576914414,16.275789483106358,1
